"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"7680",2,6,4,6,"2016-06-04","WN",19393,1132,"MDW","IL",1110,1111,1,1,0,0,"1100-1159",7,1118,1311,4,1325,1315,0,0,-1,"1300-1359",0,"",0,75,64,53,402,2,1,0
"7681",2,6,4,6,"2016-06-04","WN",19393,3613,"MDW","IL",1330,1327,-3,0,0,-1,"1300-1359",9,1336,1529,4,1550,1533,0,0,-2,"1500-1559",0,"",0,80,66,53,402,2,0,0
"7682",2,6,4,6,"2016-06-04","WN",19393,819,"RSW","FL",1340,1329,-11,0,0,-1,"1300-1359",8,1337,1543,3,1610,1546,0,0,-2,"1600-1659",0,"",0,150,137,126,966,4,0,0
"7683",2,6,4,6,"2016-06-04","WN",19393,2555,"RSW","FL",805,801,-4,0,0,-1,"0800-0859",10,811,1015,3,1035,1018,0,0,-2,"1000-1059",0,"",0,150,137,124,966,4,1,1
"7684",2,6,4,6,"2016-06-04","WN",19393,4046,"FLL","FL",1145,1151,6,6,0,0,"1100-1159",13,1204,1416,4,1430,1420,0,0,-1,"1400-1459",0,"",0,165,149,132,994,4,1,0
"7685",2,6,4,6,"2016-06-04","WN",19393,301,"LAS","NV",925,922,-3,0,0,-1,"0900-0959",10,932,1617,4,1635,1621,0,0,-1,"1600-1659",0,"",0,250,239,225,1910,8,1,0
"7686",2,6,4,6,"2016-06-04","WN",19393,2377,"TPA","FL",1205,1203,-2,0,0,-1,"1200-1259",11,1214,1413,4,1425,1417,0,0,-1,"1400-1459",0,"",0,140,134,119,873,4,0,0
"7687",2,6,4,6,"2016-06-04","WN",19393,3219,"TPA","FL",935,931,-4,0,0,-1,"0900-0959",6,937,1134,4,1150,1138,0,0,-1,"1100-1159",0,"",0,135,127,117,873,4,1,1
"7688",2,6,4,6,"2016-06-04","DL",19790,1295,"ATL","GA",908,905,-3,0,0,-1,"0900-0959",20,925,1032,4,1042,1036,0,0,-1,"1000-1059",0,"",0,94,91,67,526,3,1,1
"7689",2,6,4,6,"2016-06-04","DL",19790,1462,"ATL","GA",1515,1512,-3,0,0,-1,"1500-1559",24,1536,1644,7,1658,1651,0,0,-1,"1600-1659",0,"",0,103,99,68,526,3,0,0
"7690",2,6,4,6,"2016-06-04","DL",19790,1599,"ATL","GA",1050,1049,-1,0,0,-1,"1000-1059",19,1108,1215,4,1230,1219,0,0,-1,"1200-1259",0,"",0,100,90,67,526,3,1,0
"7691",2,6,4,6,"2016-06-04","DL",19790,2347,"ATL","GA",1244,1244,0,0,0,0,"1200-1259",12,1256,1405,2,1424,1407,0,0,-2,"1400-1459",0,"",0,100,83,69,526,3,0,0
"7692",2,6,4,6,"2016-06-04","EV",20366,4171,"ORD","IL",1032,1028,-4,0,0,-1,"1000-1059",19,1047,1246,6,1259,1252,0,0,-1,"1200-1259",0,"",0,87,84,59,413,2,1,0
"7693",2,6,4,6,"2016-06-04","UA",19977,648,"DEN","CO",958,954,-4,0,0,-1,"0900-0959",18,1012,1451,7,1500,1458,0,0,-1,"1500-1559",0,"",0,182,184,159,1290,6,1,0
"7746",2,6,5,7,"2016-06-05","AA",19805,1252,"DFW","TX",715,708,-7,0,0,-1,"0700-0759",17,725,1042,6,1055,1048,0,0,-1,"1000-1059",0,"",0,160,160,137,1067,5,1,1
"7747",2,6,5,7,"2016-06-05","AA",19805,1426,"DFW","TX",1030,1028,-2,0,0,-1,"1000-1059",11,1039,1348,4,1410,1352,0,0,-2,"1400-1459",0,"",0,160,144,129,1067,5,1,0
"7748",2,6,5,7,"2016-06-05","AA",19805,489,"PHX","AZ",850,846,-4,0,0,-1,"0800-0859",21,907,1540,4,1557,1544,0,0,-1,"1500-1559",0,"",0,247,238,213,1814,8,1,0
"7749",2,6,5,7,"2016-06-05","AA",19805,1815,"CLT","NC",1140,1133,-7,0,0,-1,"1100-1159",25,1158,1252,4,1309,1256,0,0,-1,"1300-1359",0,"",0,89,83,54,366,2,1,0
"7750",2,6,5,7,"2016-06-05","AA",19805,1842,"CLT","NC",1310,1308,-2,0,0,-1,"1300-1359",13,1321,1417,4,1436,1421,0,0,-1,"1400-1459",0,"",0,86,73,56,366,2,0,0
"7751",2,6,5,7,"2016-06-05","B6",20409,1485,"BOS","MA",845,838,-7,0,0,-1,"0800-0859",15,853,1015,7,1028,1022,0,0,-1,"1000-1059",0,"",0,103,104,82,496,2,1,1
"7752",2,6,5,7,"2016-06-05","B6",20409,1285,"BOS","MA",625,610,-15,0,0,-1,"0600-0659",15,625,747,4,808,751,0,0,-2,"0800-0859",0,"",0,103,101,82,496,2,1,1
"7753",2,6,5,7,"2016-06-05","WN",19393,1785,"LAS","NV",940,944,4,4,0,0,"0900-0959",19,1003,1642,6,1650,1648,0,0,-1,"1600-1659",0,"",0,250,244,219,1910,8,1,0
"7754",2,6,5,7,"2016-06-05","WN",19393,1838,"BWI","MD",845,840,-5,0,0,-1,"0800-0859",9,849,925,6,950,931,0,0,-2,"0900-0959",0,"",0,65,51,36,210,1,1,1
"7755",2,6,5,7,"2016-06-05","WN",19393,1026,"DEN","CO",1150,1149,-1,0,0,-1,"1100-1159",11,1200,1627,4,1650,1631,0,0,-2,"1600-1659",0,"",0,180,162,147,1290,6,1,0
"7756",2,6,5,7,"2016-06-05","WN",19393,699,"FLL","FL",955,950,-5,0,0,-1,"0900-0959",11,1001,1212,6,1230,1218,0,0,-1,"1200-1259",0,"",0,155,148,131,994,4,1,0
"7757",2,6,5,7,"2016-06-05","WN",19393,330,"ATL","GA",805,804,-1,0,0,-1,"0800-0859",14,818,927,7,940,934,0,0,-1,"0900-0959",0,"",0,95,90,69,526,3,1,1
"7758",2,6,5,7,"2016-06-05","WN",19393,1637,"TPA","FL",840,836,-4,0,0,-1,"0800-0859",12,848,1048,6,1100,1054,0,0,-1,"1100-1159",0,"",0,140,138,120,873,4,1,1
"7759",2,6,5,7,"2016-06-05","WN",19393,2098,"RSW","FL",1130,1126,-4,0,0,-1,"1100-1159",8,1134,1338,7,1400,1345,0,0,-1,"1400-1459",0,"",0,150,139,124,966,4,1,0
"7760",2,6,5,7,"2016-06-05","WN",19393,435,"MCO","FL",1305,1302,-3,0,0,-1,"1300-1359",6,1308,1455,6,1520,1501,0,0,-2,"1500-1559",0,"",0,135,119,107,834,4,0,0
"7761",2,6,5,7,"2016-06-05","WN",19393,1813,"MCO","FL",925,922,-3,0,0,-1,"0900-0959",7,929,1117,4,1140,1121,0,0,-2,"1100-1159",0,"",0,135,119,108,834,4,1,1
"7762",2,6,5,7,"2016-06-05","WN",19393,2510,"MCO","FL",1400,1359,-1,0,0,-1,"1400-1459",11,1410,1558,6,1615,1604,0,0,-1,"1600-1659",0,"",0,135,125,108,834,4,0,0
"7763",2,6,5,7,"2016-06-05","WN",19393,3103,"MCO","FL",745,739,-6,0,0,-1,"0700-0759",7,746,935,6,955,941,0,0,-1,"0900-0959",0,"",0,130,122,109,834,4,1,1
"7764",2,6,5,7,"2016-06-05","WN",19393,1371,"MDW","IL",645,638,-7,0,0,-1,"0600-0659",12,650,851,7,905,858,0,0,-1,"0900-0959",0,"",0,80,80,61,402,2,1,1
"7765",2,6,5,7,"2016-06-05","WN",19393,2146,"MDW","IL",920,917,-3,0,0,-1,"0900-0959",8,925,1123,5,1140,1128,0,0,-1,"1100-1159",0,"",0,80,71,58,402,2,1,1
"7766",2,6,5,7,"2016-06-05","DL",19790,1221,"ATL","GA",1400,1355,-5,0,0,-1,"1400-1459",19,1414,1522,6,1540,1528,0,0,-1,"1500-1559",0,"",0,100,93,68,526,3,0,0
"7767",2,6,5,7,"2016-06-05","DL",19790,1295,"ATL","GA",908,906,-2,0,0,-1,"0900-0959",11,917,1030,6,1043,1036,0,0,-1,"1000-1059",0,"",0,95,90,73,526,3,1,1
"7768",2,6,5,7,"2016-06-05","DL",19790,1462,"ATL","GA",1515,1512,-3,0,0,-1,"1500-1559",12,1524,1634,10,1700,1644,0,0,-2,"1700-1759",0,"",0,105,92,70,526,3,0,0
"7769",2,6,5,7,"2016-06-05","DL",19790,1599,"ATL","GA",1050,1103,13,13,0,0,"1000-1059",20,1123,1231,4,1233,1235,2,0,0,"1200-1259",0,"",0,103,92,68,526,3,1,0
"7770",2,6,5,7,"2016-06-05","DL",19790,2347,"ATL","GA",1244,1239,-5,0,0,-1,"1200-1259",18,1257,1406,5,1424,1411,0,0,-1,"1400-1459",0,"",0,100,92,69,526,3,0,0
"7771",2,6,5,7,"2016-06-05","EV",20366,3940,"IAH","TX",730,728,-2,0,0,-1,"0700-0759",22,750,1106,9,1124,1115,0,0,-1,"1100-1159",0,"",0,174,167,136,1117,5,1,1
"7772",2,6,5,7,"2016-06-05","EV",20366,5600,"LGA","NY",1100,1051,-9,0,0,-1,"1100-1159",26,1117,1218,6,1243,1224,0,0,-2,"1200-1259",0,"",0,103,93,61,335,2,1,0
"7773",2,6,5,7,"2016-06-05","OO",20304,5590,"IAH","TX",1015,1013,-2,0,0,-1,"1000-1059",27,1040,1401,5,1403,1406,3,0,0,"1400-1459",0,"",0,168,173,141,1117,5,1,0
"7774",2,6,5,7,"2016-06-05","UA",19977,648,"DEN","CO",1022,1014,-8,0,0,-1,"1000-1059",12,1026,1457,5,1525,1502,0,0,-2,"1500-1559",0,"",0,183,168,151,1290,6,1,0
"7775",2,6,5,7,"2016-06-05","UA",19977,734,"ORD","IL",1349,1348,-1,0,0,-1,"1300-1359",23,1411,1606,6,1619,1612,0,0,-1,"1600-1659",0,"",0,90,84,55,413,2,0,0
"7809",2,6,6,1,"2016-06-06","AA",19805,1904,"CLT","NC",800,754,-6,0,0,-1,"0800-0859",18,812,908,4,929,912,0,0,-2,"0900-0959",0,"",0,89,78,56,366,2,1,1
"7810",2,6,6,1,"2016-06-06","B6",20409,1485,"BOS","MA",845,836,-9,0,0,-1,"0800-0859",12,848,1013,5,1028,1018,0,0,-1,"1000-1059",0,"",0,103,102,85,496,2,1,1
"7811",2,6,6,1,"2016-06-06","B6",20409,1285,"BOS","MA",625,615,-10,0,0,-1,"0600-0659",15,630,754,5,808,759,0,0,-1,"0800-0859",0,"",0,103,104,84,496,2,1,1
"7812",2,6,6,1,"2016-06-06","WN",19393,330,"ATL","GA",805,805,0,0,0,0,"0800-0859",13,818,929,5,940,934,0,0,-1,"0900-0959",0,"",0,95,89,71,526,3,1,1
"7813",2,6,6,1,"2016-06-06","WN",19393,3103,"MCO","FL",745,742,-3,0,0,-1,"0700-0759",11,753,940,6,955,946,0,0,-1,"0900-0959",0,"",0,130,124,107,834,4,1,1
"7814",2,6,6,1,"2016-06-06","WN",19393,1371,"MDW","IL",645,640,-5,0,0,-1,"0600-0659",9,649,842,6,905,848,0,0,-2,"0900-0959",0,"",0,80,68,53,402,2,1,1
"7815",2,6,6,1,"2016-06-06","WN",19393,1838,"BWI","MD",845,851,6,6,0,0,"0800-0859",9,900,936,7,950,943,0,0,-1,"0900-0959",0,"",0,65,52,36,210,1,1,1
"7816",2,6,6,1,"2016-06-06","DL",19790,2198,"ATL","GA",726,721,-5,0,0,-1,"0700-0759",17,738,847,5,902,852,0,0,-1,"0900-0959",0,"",0,96,91,69,526,3,1,1
"7817",2,6,6,1,"2016-06-06","EV",20366,3701,"EWR","NJ",700,658,-2,0,0,-1,"0700-0759",22,720,816,6,831,822,0,0,-1,"0800-0859",0,"",0,91,84,56,319,2,1,1
"7818",2,6,6,1,"2016-06-06","EV",20366,3702,"ORD","IL",736,731,-5,0,0,-1,"0700-0759",20,751,955,11,1004,1006,2,0,0,"1000-1059",0,"",0,88,95,64,413,2,1,1
"7874",2,6,7,2,"2016-06-07","AA",19805,1252,"DFW","TX",715,706,-9,0,0,-1,"0700-0759",14,720,1029,3,1055,1032,0,0,-2,"1000-1059",0,"",0,160,146,129,1067,5,1,1
"7875",2,6,7,2,"2016-06-07","AA",19805,1426,"DFW","TX",1030,1026,-4,0,0,-1,"1000-1059",9,1035,1348,5,1410,1353,0,0,-2,"1400-1459",0,"",0,160,147,133,1067,5,1,0
"7876",2,6,7,2,"2016-06-07","AA",19805,1842,"CLT","NC",1310,1305,-5,0,0,-1,"1300-1359",12,1317,1411,4,1436,1415,0,0,-2,"1400-1459",0,"",0,86,70,54,366,2,0,0
"7877",2,6,7,2,"2016-06-07","AA",19805,1904,"CLT","NC",800,756,-4,0,0,-1,"0800-0859",22,818,912,3,929,915,0,0,-1,"0900-0959",0,"",0,89,79,54,366,2,1,1
"7878",2,6,7,2,"2016-06-07","AA",19805,489,"PHX","AZ",850,849,-1,0,0,-1,"0800-0859",18,907,1539,5,1557,1544,0,0,-1,"1500-1559",0,"",0,247,235,212,1814,8,1,0
"7879",2,6,7,2,"2016-06-07","AA",19805,1677,"CLT","NC",945,938,-7,0,0,-1,"0900-0959",38,1016,1110,4,1116,1114,0,0,-1,"1100-1159",0,"",0,91,96,54,366,2,1,1
"7880",2,6,7,2,"2016-06-07","B6",20409,1485,"BOS","MA",915,906,-9,0,0,-1,"0900-0959",14,920,1046,4,1059,1050,0,0,-1,"1000-1059",0,"",0,104,104,86,496,2,1,1
"7881",2,6,7,2,"2016-06-07","B6",20409,1685,"BOS","MA",1505,1458,-7,0,0,-1,"1500-1559",14,1512,1632,4,1646,1636,0,0,-1,"1600-1659",0,"",0,101,98,80,496,2,0,0
"7882",2,6,7,2,"2016-06-07","B6",20409,1285,"BOS","MA",618,611,-7,0,0,-1,"0600-0659",20,631,800,4,801,804,3,0,0,"0800-0859",0,"",0,103,113,89,496,2,1,1
"7883",2,6,7,2,"2016-06-07","WN",19393,435,"MCO","FL",1305,1304,-1,0,0,-1,"1300-1359",8,1312,1459,6,1520,1505,0,0,-1,"1500-1559",0,"",0,135,121,107,834,4,0,0
"7884",2,6,7,2,"2016-06-07","WN",19393,1813,"MCO","FL",925,923,-2,0,0,-1,"0900-0959",6,929,1113,5,1140,1118,0,0,-2,"1100-1159",0,"",0,135,115,104,834,4,1,1
"7885",2,6,7,2,"2016-06-07","WN",19393,2510,"MCO","FL",1400,1400,0,0,0,0,"1400-1459",8,1408,1602,6,1615,1608,0,0,-1,"1600-1659",0,"",0,135,128,114,834,4,0,0
"7886",2,6,7,2,"2016-06-07","WN",19393,3103,"MCO","FL",745,745,0,0,0,0,"0700-0759",20,805,950,5,955,955,0,0,0,"0900-0959",0,"",0,130,130,105,834,4,1,1
"7887",2,6,7,2,"2016-06-07","WN",19393,699,"FLL","FL",955,959,4,4,0,0,"0900-0959",11,1010,1224,7,1230,1231,1,0,0,"1200-1259",0,"",0,155,152,134,994,4,1,0
"7888",2,6,7,2,"2016-06-07","WN",19393,2098,"RSW","FL",1130,1130,0,0,0,0,"1100-1159",10,1140,1345,5,1400,1350,0,0,-1,"1400-1459",0,"",0,150,140,125,966,4,1,0
"7889",2,6,7,2,"2016-06-07","WN",19393,1637,"TPA","FL",840,835,-5,0,0,-1,"0800-0859",10,845,1036,6,1100,1042,0,0,-2,"1100-1159",0,"",0,140,127,111,873,4,1,1
"7890",2,6,7,2,"2016-06-07","WN",19393,1371,"MDW","IL",645,640,-5,0,0,-1,"0600-0659",9,649,843,6,905,849,0,0,-2,"0900-0959",0,"",0,80,69,54,402,2,1,1
"7891",2,6,7,2,"2016-06-07","WN",19393,2146,"MDW","IL",920,916,-4,0,0,-1,"0900-0959",7,923,1119,6,1140,1125,0,0,-1,"1100-1159",0,"",0,80,69,56,402,2,1,1
"7892",2,6,7,2,"2016-06-07","WN",19393,330,"ATL","GA",805,800,-5,0,0,-1,"0800-0859",12,812,918,5,940,923,0,0,-2,"0900-0959",0,"",0,95,83,66,526,3,1,1
"7893",2,6,7,2,"2016-06-07","WN",19393,1838,"BWI","MD",845,841,-4,0,0,-1,"0800-0859",20,901,939,6,950,945,0,0,-1,"0900-0959",0,"",0,65,64,38,210,1,1,1
"7894",2,6,7,2,"2016-06-07","DL",19790,1599,"ATL","GA",1050,1054,4,4,0,0,"1000-1059",15,1109,1222,6,1233,1228,0,0,-1,"1200-1259",0,"",0,103,94,73,526,3,1,0
"7895",2,6,7,2,"2016-06-07","DL",19790,2198,"ATL","GA",726,724,-2,0,0,-1,"0700-0759",13,737,846,5,902,851,0,0,-1,"0900-0959",0,"",0,96,87,69,526,3,1,1
"7896",2,6,7,2,"2016-06-07","DL",19790,1221,"ATL","GA",1400,1400,0,0,0,0,"1400-1459",12,1412,1526,6,1540,1532,0,0,-1,"1500-1559",0,"",0,100,92,74,526,3,0,0
"7897",2,6,7,2,"2016-06-07","DL",19790,1295,"ATL","GA",908,910,2,2,0,0,"0900-0959",11,921,1038,5,1043,1043,0,0,0,"1000-1059",0,"",0,95,93,77,526,3,1,1
"7898",2,6,7,2,"2016-06-07","DL",19790,2347,"ATL","GA",1244,1241,-3,0,0,-1,"1200-1259",14,1255,1410,5,1424,1415,0,0,-1,"1400-1459",0,"",0,100,94,75,526,3,0,0
"7899",2,6,7,2,"2016-06-07","EV",20366,3701,"EWR","NJ",700,652,-8,0,0,-1,"0700-0759",25,717,818,4,831,822,0,0,-1,"0800-0859",0,"",0,91,90,61,319,2,1,1
"7900",2,6,7,2,"2016-06-07","EV",20366,4171,"ORD","IL",1032,1028,-4,0,0,-1,"1000-1059",13,1041,1245,7,1259,1252,0,0,-1,"1200-1259",0,"",0,87,84,64,413,2,1,0
"7901",2,6,7,2,"2016-06-07","OO",20304,5590,"IAH","TX",1015,1101,46,46,1,3,"1000-1059",12,1113,1425,5,1403,1430,27,1,1,"1400-1459",0,"",0,168,149,132,1117,5,1,0
"7902",2,6,7,2,"2016-06-07","OO",20304,5804,"IAH","TX",730,730,0,0,0,0,"0700-0759",16,746,1107,7,1118,1114,0,0,-1,"1100-1159",0,"",0,168,164,141,1117,5,1,1
"7903",2,6,7,2,"2016-06-07","UA",19977,1661,"ORD","IL",736,729,-7,0,0,-1,"0700-0759",15,744,944,4,1003,948,0,0,-1,"1000-1059",0,"",0,87,79,60,413,2,1,1
"7904",2,6,7,2,"2016-06-07","UA",19977,648,"DEN","CO",954,951,-3,0,0,-1,"0900-0959",17,1008,1441,8,1456,1449,0,0,-1,"1400-1459",0,"",0,182,178,153,1290,6,1,0
"7980",2,6,9,4,"2016-06-09","AA",19805,1252,"DFW","TX",715,712,-3,0,0,-1,"0700-0759",19,731,1056,5,1055,1101,6,0,0,"1000-1059",0,"",0,160,169,145,1067,5,1,1
"7981",2,6,9,4,"2016-06-09","AA",19805,1426,"DFW","TX",1030,1034,4,4,0,0,"1000-1059",15,1049,1407,5,1410,1412,2,0,0,"1400-1459",0,"",0,160,158,138,1067,5,1,0
"7982",2,6,9,4,"2016-06-09","AA",19805,489,"PHX","AZ",850,842,-8,0,0,-1,"0800-0859",18,900,1545,5,1557,1550,0,0,-1,"1500-1559",0,"",0,247,248,225,1814,8,1,0
"7983",2,6,9,4,"2016-06-09","AA",19805,1677,"CLT","NC",945,938,-7,0,0,-1,"0900-0959",30,1008,1105,4,1116,1109,0,0,-1,"1100-1159",0,"",0,91,91,57,366,2,1,1
"7984",2,6,9,4,"2016-06-09","AA",19805,1842,"CLT","NC",1310,1307,-3,0,0,-1,"1300-1359",12,1319,1415,5,1436,1420,0,0,-2,"1400-1459",0,"",0,86,73,56,366,2,0,0
"7985",2,6,9,4,"2016-06-09","AA",19805,1904,"CLT","NC",800,802,2,2,0,0,"0800-0859",18,820,918,4,929,922,0,0,-1,"0900-0959",0,"",0,89,80,58,366,2,1,1
"7986",2,6,9,4,"2016-06-09","B6",20409,1485,"BOS","MA",845,839,-6,0,0,-1,"0800-0859",17,856,1016,4,1028,1020,0,0,-1,"1000-1059",0,"",0,103,101,80,496,2,1,1
"7987",2,6,9,4,"2016-06-09","B6",20409,1685,"BOS","MA",1505,1458,-7,0,0,-1,"1500-1559",20,1518,1639,5,1646,1644,0,0,-1,"1600-1659",0,"",0,101,106,81,496,2,0,0
"7988",2,6,9,4,"2016-06-09","B6",20409,1285,"BOS","MA",625,616,-9,0,0,-1,"0600-0659",22,638,757,6,808,803,0,0,-1,"0800-0859",0,"",0,103,107,79,496,2,1,1
"7989",2,6,9,4,"2016-06-09","WN",19393,330,"ATL","GA",805,804,-1,0,0,-1,"0800-0859",11,815,930,3,940,933,0,0,-1,"0900-0959",0,"",0,95,89,75,526,3,1,1
"7990",2,6,9,4,"2016-06-09","WN",19393,699,"FLL","FL",955,1009,14,14,0,0,"0900-0959",16,1025,1240,6,1230,1246,16,1,1,"1200-1259",0,"",0,155,157,135,994,4,1,0
"7991",2,6,9,4,"2016-06-09","WN",19393,3564,"HOU","TX",1340,1341,1,1,0,0,"1300-1359",11,1352,1710,6,1725,1716,0,0,-1,"1700-1759",0,"",0,165,155,138,1131,5,0,0
"7992",2,6,9,4,"2016-06-09","WN",19393,1838,"BWI","MD",845,836,-9,0,0,-1,"0800-0859",12,848,925,7,950,932,0,0,-2,"0900-0959",0,"",0,65,56,37,210,1,1,1
"7993",2,6,9,4,"2016-06-09","WN",19393,2248,"BWI","MD",1650,1647,-3,0,0,-1,"1600-1659",11,1658,1736,6,1750,1742,0,0,-1,"1700-1759",0,"",0,60,55,38,210,1,0,0
"7994",2,6,9,4,"2016-06-09","WN",19393,2790,"DEN","CO",1150,1154,4,4,0,0,"1100-1159",15,1209,1646,8,1650,1654,4,0,0,"1600-1659",0,"",0,180,180,157,1290,6,1,0
"7995",2,6,9,4,"2016-06-09","WN",19393,1637,"TPA","FL",840,840,0,0,0,0,"0800-0859",10,850,1048,6,1100,1054,0,0,-1,"1100-1159",0,"",0,140,134,118,873,4,1,1
"7996",2,6,9,4,"2016-06-09","WN",19393,1371,"MDW","IL",645,642,-3,0,0,-1,"0600-0659",7,649,844,7,905,851,0,0,-1,"0900-0959",0,"",0,80,69,55,402,2,1,1
"7997",2,6,9,4,"2016-06-09","WN",19393,2146,"MDW","IL",920,917,-3,0,0,-1,"0900-0959",11,928,1123,3,1140,1126,0,0,-1,"1100-1159",0,"",0,80,69,55,402,2,1,1
"7998",2,6,9,4,"2016-06-09","WN",19393,2260,"MDW","IL",1530,1545,15,15,1,1,"1500-1559",7,1552,1746,6,1750,1752,2,0,0,"1700-1759",0,"",0,80,67,54,402,2,0,0
"7999",2,6,9,4,"2016-06-09","WN",19393,2098,"RSW","FL",1130,1127,-3,0,0,-1,"1100-1159",14,1141,1345,6,1400,1351,0,0,-1,"1400-1459",0,"",0,150,144,124,966,4,1,0
"8000",2,6,9,4,"2016-06-09","WN",19393,1785,"LAS","NV",940,948,8,8,0,0,"0900-0959",23,1011,1700,4,1650,1704,14,0,0,"1600-1659",0,"",0,250,256,229,1910,8,1,0
"8001",2,6,9,4,"2016-06-09","WN",19393,435,"MCO","FL",1305,1300,-5,0,0,-1,"1300-1359",13,1313,1504,6,1520,1510,0,0,-1,"1500-1559",0,"",0,135,130,111,834,4,0,0
"8002",2,6,9,4,"2016-06-09","WN",19393,1813,"MCO","FL",925,921,-4,0,0,-1,"0900-0959",15,936,1128,6,1140,1134,0,0,-1,"1100-1159",0,"",0,135,133,112,834,4,1,1
"8003",2,6,9,4,"2016-06-09","WN",19393,2510,"MCO","FL",1400,1401,1,1,0,0,"1400-1459",6,1407,1602,4,1615,1606,0,0,-1,"1600-1659",0,"",0,135,125,115,834,4,0,0
"8004",2,6,9,4,"2016-06-09","WN",19393,3103,"MCO","FL",745,745,0,0,0,0,"0700-0759",7,752,944,3,955,947,0,0,-1,"0900-0959",0,"",0,130,122,112,834,4,1,1
"8005",2,6,9,4,"2016-06-09","DL",19790,975,"ATL","GA",727,727,0,0,0,0,"0700-0759",21,748,902,5,906,907,1,0,0,"0900-0959",0,"",0,99,100,74,526,3,1,1
"8006",2,6,9,4,"2016-06-09","DL",19790,1939,"ATL","GA",1237,1234,-3,0,0,-1,"1200-1259",15,1249,1404,4,1419,1408,0,0,-1,"1400-1459",0,"",0,102,94,75,526,3,0,0
"8007",2,6,9,4,"2016-06-09","DL",19790,1295,"ATL","GA",905,900,-5,0,0,-1,"0900-0959",21,921,1037,7,1044,1044,0,0,0,"1000-1059",0,"",0,99,104,76,526,3,1,1
"8008",2,6,9,4,"2016-06-09","DL",19790,1382,"MSP","MN",1355,1350,-5,0,0,-1,"1300-1359",19,1409,1641,5,1654,1646,0,0,-1,"1600-1659",0,"",0,119,116,92,726,3,0,0
"8009",2,6,9,4,"2016-06-09","DL",19790,1462,"ATL","GA",1526,1524,-2,0,0,-1,"1500-1559",17,1541,1656,6,1720,1702,0,0,-2,"1700-1759",0,"",0,114,98,75,526,3,0,0
"8010",2,6,9,4,"2016-06-09","DL",19790,1560,"ATL","GA",1355,1349,-6,0,0,-1,"1300-1359",17,1406,1525,5,1543,1530,0,0,-1,"1500-1559",0,"",0,108,101,79,526,3,0,0
"8011",2,6,9,4,"2016-06-09","DL",19790,1599,"ATL","GA",1105,1103,-2,0,0,-1,"1100-1159",17,1120,1236,8,1246,1244,0,0,-1,"1200-1259",0,"",0,101,101,76,526,3,1,0
"8012",2,6,9,4,"2016-06-09","EV",20366,3701,"EWR","NJ",700,704,4,4,0,0,"0700-0759",19,723,823,7,825,830,5,0,0,"0800-0859",0,"",0,85,86,60,319,2,1,1
"8013",2,6,9,4,"2016-06-09","EV",20366,4026,"EWR","NJ",1325,1319,-6,0,0,-1,"1300-1359",21,1340,1438,7,1450,1445,0,0,-1,"1400-1459",0,"",0,85,86,58,319,2,0,0
"8014",2,6,9,4,"2016-06-09","EV",20366,5329,"LGA","NY",1329,1327,-2,0,0,-1,"1300-1359",65,1432,1530,6,1517,1536,19,1,1,"1500-1559",0,"",0,108,129,58,335,2,0,0
"8015",2,6,9,4,"2016-06-09","EV",20366,5413,"DTW","MI",735,732,-3,0,0,-1,"0700-0759",17,749,826,5,842,831,0,0,-1,"0800-0859",0,"",0,67,59,37,201,1,1,1
"8016",2,6,9,4,"2016-06-09","EV",20366,5320,"LGA","NY",1105,1113,8,8,0,0,"1100-1159",39,1152,1251,5,1254,1256,2,0,0,"1200-1259",0,"",0,109,103,59,335,2,1,0
"8017",2,6,9,4,"2016-06-09","OO",20304,5230,"ORD","IL",1040,1036,-4,0,0,-1,"1000-1059",27,1103,1302,6,1309,1308,0,0,-1,"1300-1359",0,"",0,89,92,59,413,2,1,0
"8018",2,6,9,4,"2016-06-09","OO",20304,5567,"ORD","IL",730,728,-2,0,0,-1,"0700-0759",21,749,948,6,959,954,0,0,-1,"0900-0959",0,"",0,89,86,59,413,2,1,1
"8019",2,6,9,4,"2016-06-09","UA",19977,648,"DEN","CO",1005,1005,0,0,0,0,"1000-1059",15,1020,1455,5,1507,1500,0,0,-1,"1500-1559",0,"",0,182,175,155,1290,6,1,0
"8020",2,6,9,4,"2016-06-09","UA",19977,734,"ORD","IL",1353,1414,21,21,1,1,"1300-1359",23,1437,1637,5,1629,1642,13,0,0,"1600-1659",0,"",0,96,88,60,413,2,0,0
"8045",2,6,10,5,"2016-06-10","B6",20409,1285,"BOS","MA",625,615,-10,0,0,-1,"0600-0659",21,636,748,5,808,753,0,0,-1,"0800-0859",0,"",0,103,98,72,496,2,1,1
