"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","DEST","DEST_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"10504",3,8,1,1,"2016-08-01","AA",19805,1685,"CLT","NC","PIT","PA",21,25,4,4,0,0,"0001-0559",13,38,136,5,139,141,2,0,0,"0001-0559",0,"",0,78,76,58,366,2,1,1
"10505",3,8,2,2,"2016-08-02","AA",19805,1252,"PIT","PA","DFW","TX",1137,1138,1,1,0,0,"1100-1159",11,1149,1309,11,1333,1320,0,0,-1,"1300-1359",0,"",0,176,162,140,1067,5,1,0
"10506",3,8,2,2,"2016-08-02","AA",19805,1347,"PIT","PA","DFW","TX",600,554,-6,0,0,-1,"0600-0659",14,608,729,12,756,741,0,0,-1,"0700-0759",0,"",0,176,167,141,1067,5,1,1
"10507",3,8,2,2,"2016-08-02","AA",19805,1426,"PIT","PA","DFW","TX",1513,1506,-7,0,0,-1,"1500-1559",7,1513,1636,8,1710,1644,0,0,-2,"1700-1759",0,"",0,177,158,143,1067,5,0,0
"10508",3,8,2,2,"2016-08-02","AA",19805,2186,"PIT","PA","DFW","TX",800,949,109,109,1,7,"0800-0859",11,1000,1122,10,955,1132,97,1,6,"0900-0959",0,"",0,175,163,142,1067,5,1,1
"10509",3,8,2,2,"2016-08-02","AA",19805,2065,"PIT","PA","CLT","NC",849,842,-7,0,0,-1,"0800-0859",11,853,949,14,1023,1003,0,0,-2,"1000-1059",0,"",0,94,81,56,366,2,1,1
"10510",3,8,2,2,"2016-08-02","AA",19805,2078,"PIT","PA","CLT","NC",1035,1025,-10,0,0,-1,"1000-1059",12,1037,1134,13,1204,1147,0,0,-2,"1200-1259",0,"",0,89,82,57,366,2,1,0
"10511",3,8,2,2,"2016-08-02","AA",19805,525,"PIT","PA","CLT","NC",520,516,-4,0,0,-1,"0001-0559",11,527,623,4,639,627,0,0,-1,"0600-0659",0,"",0,79,71,56,366,2,1,1
"10512",3,8,2,2,"2016-08-02","AA",19805,588,"PIT","PA","PHX","AZ",729,732,3,3,0,0,"0700-0759",16,748,900,20,900,920,20,1,1,"0900-0959",0,"",0,271,288,252,1814,8,1,1
"10513",3,8,2,2,"2016-08-02","AA",19805,727,"PIT","PA","LAX","CA",640,634,-6,0,0,-1,"0600-0659",12,646,823,16,846,839,0,0,-1,"0800-0859",0,"",0,306,305,277,2136,9,1,1
"10514",3,8,2,2,"2016-08-02","AA",19805,1700,"PIT","PA","CLT","NC",1159,1217,18,18,1,1,"1100-1159",23,1240,1341,9,1328,1350,22,1,1,"1300-1359",0,"",0,89,93,61,366,2,1,0
"10515",3,8,2,2,"2016-08-02","AA",19805,1784,"PIT","PA","CLT","NC",700,804,64,64,1,4,"0700-0759",17,821,915,5,828,920,52,1,3,"0800-0859",0,"",0,88,76,54,366,2,1,1
"10516",3,8,2,2,"2016-08-02","AA",19805,1933,"PIT","PA","PHL","PA",710,703,-7,0,0,-1,"0700-0759",12,715,757,10,836,807,0,0,-2,"0800-0859",0,"",0,86,64,42,268,2,1,1
"10517",3,8,2,2,"2016-08-02","DL",19790,975,"PIT","PA","ATL","GA",935,930,-5,0,0,-1,"0900-0959",13,943,1053,9,1120,1102,0,0,-2,"1100-1159",0,"",0,105,92,70,526,3,1,1
"10518",3,8,2,2,"2016-08-02","DL",19790,1209,"PIT","PA","ATL","GA",700,659,-1,0,0,-1,"0700-0759",12,711,823,7,853,830,0,0,-2,"0800-0859",0,"",0,113,91,72,526,3,1,1
"10519",3,8,2,2,"2016-08-02","DL",19790,1295,"PIT","PA","ATL","GA",1124,1124,0,0,0,0,"1100-1159",14,1138,1247,6,1313,1253,0,0,-2,"1300-1359",0,"",0,109,89,69,526,3,1,0
"10520",3,8,2,2,"2016-08-02","DL",19790,1524,"PIT","PA","MSP","MN",645,638,-7,0,0,-1,"0600-0659",11,649,736,2,756,738,0,0,-2,"0700-0759",0,"",0,131,120,107,726,3,1,1
"10521",3,8,2,2,"2016-08-02","DL",19790,1599,"PIT","PA","ATL","GA",1330,1329,-1,0,0,-1,"1300-1359",32,1401,1530,9,1521,1539,18,1,1,"1500-1559",0,"",0,111,130,89,526,3,0,0
"10522",3,8,2,2,"2016-08-02","DL",19790,2290,"PIT","PA","ATL","GA",600,556,-4,0,0,-1,"0600-0659",15,611,722,6,744,728,0,0,-2,"0700-0759",0,"",0,104,92,71,526,3,1,1
"10523",3,8,2,2,"2016-08-02","DL",19790,2494,"PIT","PA","DTW","MI",632,629,-3,0,0,-1,"0600-0659",9,638,718,4,742,722,0,0,-2,"0700-0759",0,"",0,70,53,40,201,1,1,1
"10524",3,8,2,2,"2016-08-02","OO",20304,5889,"PIT","PA","IAH","TX",1450,1504,14,14,0,0,"1400-1459",12,1516,1653,12,1652,1705,13,0,0,"1600-1659",0,"",0,182,181,157,1117,5,0,0
"10525",3,8,2,2,"2016-08-02","OO",20304,5935,"PIT","PA","ORD","IL",1035,1030,-5,0,0,-1,"1000-1059",12,1042,1056,15,1112,1111,0,0,-1,"1100-1159",0,"",0,97,101,74,413,2,1,1
"10526",3,8,2,2,"2016-08-02","UA",19977,1164,"PIT","PA","ORD","IL",640,629,-11,0,0,-1,"0600-0659",28,657,709,10,714,719,5,0,0,"0700-0759",0,"",0,94,110,72,413,2,1,1
"10527",3,8,2,2,"2016-08-02","UA",19977,446,"PIT","PA","ORD","IL",1400,1357,-3,0,0,-1,"1400-1459",10,1407,1412,11,1434,1423,0,0,-1,"1400-1459",0,"",0,94,86,65,413,2,0,0
"10528",3,8,2,2,"2016-08-02","UA",19977,606,"PIT","PA","SFO","CA",738,736,-2,0,0,-1,"0700-0759",10,746,933,20,1000,953,0,0,-1,"1000-1059",0,"",0,322,317,287,2254,10,1,1
"10529",3,8,2,2,"2016-08-02","UA",19977,773,"PIT","PA","DEN","CO",746,740,-6,0,0,-1,"0700-0759",13,753,851,11,907,902,0,0,-1,"0900-0959",0,"",0,201,202,178,1290,6,1,1
"10530",3,8,2,2,"2016-08-02","WN",19393,2907,"PIT","PA","ATL","GA",720,716,-4,0,0,-1,"0700-0759",6,722,834,8,900,842,0,0,-2,"0900-0959",0,"",0,100,86,72,526,3,1,1
"10531",3,8,2,2,"2016-08-02","WN",19393,1389,"PIT","PA","BNA","TN",630,625,-5,0,0,-1,"0600-0659",9,634,637,6,700,643,0,0,-2,"0700-0759",0,"",0,90,78,63,462,2,1,1
"10532",3,8,2,2,"2016-08-02","WN",19393,961,"PIT","PA","BWI","MD",535,530,-5,0,0,-1,"0001-0559",7,537,628,5,635,633,0,0,-1,"0600-0659",0,"",0,60,63,51,210,1,1,1
"10533",3,8,2,2,"2016-08-02","WN",19393,3103,"PIT","PA","BWI","MD",1030,1027,-3,0,0,-1,"1000-1059",10,1037,1120,6,1130,1126,0,0,-1,"1100-1159",0,"",0,60,59,43,210,1,1,1
"10534",3,8,2,2,"2016-08-02","WN",19393,1813,"PIT","PA","DAL","TX",1215,1214,-1,0,0,-1,"1200-1259",12,1226,1344,4,1400,1348,0,0,-1,"1400-1459",0,"",0,165,154,138,1060,5,0,0
"10535",3,8,2,2,"2016-08-02","WN",19393,1838,"PIT","PA","DEN","CO",1020,1019,-1,0,0,-1,"1000-1059",12,1031,1117,6,1140,1123,0,0,-2,"1100-1159",0,"",0,200,184,166,1290,6,1,1
"10536",3,8,2,2,"2016-08-02","WN",19393,1448,"PIT","PA","FLL","FL",745,748,3,3,0,0,"0700-0759",11,759,1010,5,1020,1015,0,0,-1,"1000-1059",0,"",0,155,147,131,994,4,1,1
"10537",3,8,2,2,"2016-08-02","WN",19393,2155,"PIT","PA","LAS","NV",620,618,-2,0,0,-1,"0600-0659",9,627,730,11,750,741,0,0,-1,"0700-0759",0,"",0,270,263,243,1910,8,1,1
"10538",3,8,2,2,"2016-08-02","WN",19393,700,"PIT","PA","MCO","FL",1305,1314,9,9,0,0,"1300-1359",11,1325,1515,6,1520,1521,1,0,0,"1500-1559",0,"",0,135,127,110,834,4,0,0
"10539",3,8,2,2,"2016-08-02","WN",19393,1371,"PIT","PA","MCO","FL",945,943,-2,0,0,-1,"0900-0959",11,954,1135,7,1155,1142,0,0,-1,"1100-1159",0,"",0,130,119,101,834,4,1,1
"10540",3,8,2,2,"2016-08-02","WN",19393,2073,"PIT","PA","MCO","FL",820,815,-5,0,0,-1,"0800-0859",7,822,1009,25,1030,1034,4,0,0,"1000-1059",0,"",0,130,139,107,834,4,1,1
"10541",3,8,2,2,"2016-08-02","WN",19393,3394,"PIT","PA","MCO","FL",1140,1136,-4,0,0,-1,"1100-1159",11,1147,1333,7,1350,1340,0,0,-1,"1300-1359",0,"",0,130,124,106,834,4,1,0
"10542",3,8,2,2,"2016-08-02","WN",19393,2098,"PIT","PA","MDW","IL",1445,1444,-1,0,0,-1,"1400-1459",9,1453,1455,6,1510,1501,0,0,-1,"1500-1559",0,"",0,85,77,62,402,2,0,0
"10543",3,8,2,2,"2016-08-02","WN",19393,2183,"PIT","PA","MDW","IL",800,759,-1,0,0,-1,"0800-0859",7,806,806,4,830,810,0,0,-2,"0800-0859",0,"",0,90,71,60,402,2,1,1
"10544",3,8,2,2,"2016-08-02","WN",19393,6242,"PIT","PA","MDW","IL",555,547,-8,0,0,-1,"0001-0559",8,555,554,6,620,600,0,0,-2,"0600-0659",0,"",0,85,73,59,402,2,1,1
"10545",3,8,2,2,"2016-08-02","WN",19393,330,"PIT","PA","PHX","AZ",1015,1024,9,9,0,0,"1000-1059",12,1036,1120,7,1140,1127,0,0,-1,"1100-1159",0,"",0,265,243,224,1814,8,1,1
"10546",3,8,2,2,"2016-08-02","WN",19393,2475,"PIT","PA","RSW","FL",520,514,-6,0,0,-1,"0001-0559",15,529,737,4,750,741,0,0,-1,"0700-0759",0,"",0,150,147,128,966,4,1,1
"10547",3,8,2,2,"2016-08-02","WN",19393,2146,"PIT","PA","STL","MO",1215,1213,-2,0,0,-1,"1200-1259",11,1224,1241,5,1300,1246,0,0,-1,"1300-1359",0,"",0,105,93,77,554,3,0,0
"10548",3,8,2,2,"2016-08-02","WN",19393,3378,"PIT","PA","TPA","FL",700,658,-2,0,0,-1,"0700-0759",8,706,854,4,920,858,0,0,-2,"0900-0959",0,"",0,140,120,108,873,4,1,1
"10549",3,8,2,2,"2016-08-02","B6",20409,1286,"PIT","PA","BOS","MA",844,839,-5,0,0,-1,"0800-0859",16,855,1018,8,1014,1026,12,0,0,"1000-1059",0,"",0,90,107,83,496,2,1,1
"10550",3,8,2,2,"2016-08-02","B6",20409,1486,"PIT","PA","BOS","MA",1115,1110,-5,0,0,-1,"1100-1159",8,1118,1238,4,1248,1242,0,0,-1,"1200-1259",0,"",0,93,92,80,496,2,1,0
"10551",3,8,2,2,"2016-08-02","B6",20409,2007,"PIT","PA","FLL","FL",700,657,-3,0,0,-1,"0700-0759",12,709,920,4,943,924,0,0,-2,"0900-0959",0,"",0,163,147,131,994,4,1,1
"10552",3,8,2,2,"2016-08-02","EV",20366,4422,"PIT","PA","EWR","NJ",904,1010,66,66,1,4,"0900-0959",38,1048,1155,7,1029,1202,93,1,6,"1000-1059",0,"",0,85,112,67,319,2,1,1
"10553",3,8,2,2,"2016-08-02","F9",20436,275,"PIT","PA","DEN","CO",900,902,2,2,0,0,"0900-0959",15,917,1011,19,1021,1030,9,0,0,"1000-1059",0,"",0,201,208,174,1290,6,1,1
"10554",3,8,2,2,"2016-08-02","AA",19805,1252,"DFW","TX","PIT","PA",715,715,0,0,0,0,"0700-0759",22,737,1051,5,1056,1056,0,0,0,"1000-1059",0,"",0,161,161,134,1067,5,1,1
"10555",3,8,2,2,"2016-08-02","AA",19805,1426,"DFW","TX","PIT","PA",1050,1043,-7,0,0,-1,"1000-1059",17,1100,1413,5,1432,1418,0,0,-1,"1400-1459",0,"",0,162,155,133,1067,5,1,0
"10556",3,8,2,2,"2016-08-02","AA",19805,1677,"CLT","NC","PIT","PA",945,1000,15,15,1,1,"0900-0959",27,1027,1130,7,1116,1137,21,1,1,"1100-1159",0,"",0,91,97,63,366,2,1,1
"10557",3,8,2,2,"2016-08-02","AA",19805,1842,"CLT","NC","PIT","PA",1310,1304,-6,0,0,-1,"1300-1359",13,1317,1415,6,1436,1421,0,0,-1,"1400-1459",0,"",0,86,77,58,366,2,0,0
"10558",3,8,2,2,"2016-08-02","AA",19805,1904,"CLT","NC","PIT","PA",800,751,-9,0,0,-1,"0800-0859",17,808,907,4,929,911,0,0,-2,"0900-0959",0,"",0,89,80,59,366,2,1,1
"10559",3,8,2,2,"2016-08-02","DL",19790,975,"ATL","GA","PIT","PA",712,708,-4,0,0,-1,"0700-0759",13,721,840,2,852,842,0,0,-1,"0800-0859",0,"",0,100,94,79,526,3,1,1
"10560",3,8,2,2,"2016-08-02","DL",19790,1295,"ATL","GA","PIT","PA",904,902,-2,0,0,-1,"0900-0959",13,915,1031,7,1043,1038,0,0,-1,"1000-1059",0,"",0,99,96,76,526,3,1,1
"10561",3,8,2,2,"2016-08-02","DL",19790,1599,"ATL","GA","PIT","PA",1107,1105,-2,0,0,-1,"1100-1159",18,1123,1236,8,1248,1244,0,0,-1,"1200-1259",0,"",0,101,99,73,526,3,1,0
"10562",3,8,2,2,"2016-08-02","DL",19790,1939,"ATL","GA","PIT","PA",1255,1252,-3,0,0,-1,"1200-1259",12,1304,1419,9,1437,1428,0,0,-1,"1400-1459",0,"",0,102,96,75,526,3,0,0
"10563",3,8,2,2,"2016-08-02","OO",20304,5310,"IAH","TX","PIT","PA",1020,1017,-3,0,0,-1,"1000-1059",18,1035,1358,7,1414,1405,0,0,-1,"1400-1459",0,"",0,174,168,143,1117,5,1,0
"10564",3,8,2,2,"2016-08-02","OO",20304,5537,"ORD","IL","PIT","PA",730,726,-4,0,0,-1,"0700-0759",27,753,956,5,959,1001,2,0,0,"0900-0959",0,"",0,89,95,63,413,2,1,1
"10565",3,8,2,2,"2016-08-02","UA",19977,648,"DEN","CO","PIT","PA",955,950,-5,0,0,-1,"0900-0959",12,1002,1438,7,1455,1445,0,0,-1,"1400-1459",0,"",0,180,175,156,1290,6,1,0
"10566",3,8,2,2,"2016-08-02","UA",19977,680,"ORD","IL","PIT","PA",1040,1039,-1,0,0,-1,"1000-1059",19,1058,1254,7,1308,1301,0,0,-1,"1300-1359",0,"",0,88,82,56,413,2,1,0
"10567",3,8,2,2,"2016-08-02","WN",19393,330,"ATL","GA","PIT","PA",805,803,-2,0,0,-1,"0800-0859",17,820,938,6,940,944,4,0,0,"0900-0959",0,"",0,95,101,78,526,3,1,1
"10568",3,8,2,2,"2016-08-02","WN",19393,1838,"BWI","MD","PIT","PA",845,844,-1,0,0,-1,"0800-0859",20,904,939,6,950,945,0,0,-1,"0900-0959",0,"",0,65,61,35,210,1,1,1
"10569",3,8,2,2,"2016-08-02","WN",19393,699,"FLL","FL","PIT","PA",955,956,1,1,0,0,"0900-0959",12,1008,1230,7,1230,1237,7,0,0,"1200-1259",0,"",0,155,161,142,994,4,1,0
"10570",3,8,2,2,"2016-08-02","WN",19393,1813,"MCO","FL","PIT","PA",925,920,-5,0,0,-1,"0900-0959",8,928,1127,7,1140,1134,0,0,-1,"1100-1159",0,"",0,135,134,119,834,4,1,1
"10571",3,8,2,2,"2016-08-02","WN",19393,1371,"MDW","IL","PIT","PA",645,643,-2,0,0,-1,"0600-0659",10,653,851,3,905,854,0,0,-1,"0900-0959",0,"",0,80,71,58,402,2,1,1
"10572",3,8,2,2,"2016-08-02","WN",19393,2146,"MDW","IL","PIT","PA",920,916,-4,0,0,-1,"0900-0959",9,925,1122,8,1140,1130,0,0,-1,"1100-1159",0,"",0,80,74,57,402,2,1,1
"10573",3,8,2,2,"2016-08-02","WN",19393,1637,"TPA","FL","PIT","PA",840,837,-3,0,0,-1,"0800-0859",11,848,1053,5,1100,1058,0,0,-1,"1100-1159",0,"",0,140,141,125,873,4,1,1
"10574",3,8,2,2,"2016-08-02","WN",19393,2098,"RSW","FL","PIT","PA",1130,1133,3,3,0,0,"1100-1159",11,1144,1354,9,1400,1403,3,0,0,"1400-1459",0,"",0,150,150,130,966,4,1,0
"10575",3,8,2,2,"2016-08-02","B6",20409,1285,"BOS","MA","PIT","PA",625,617,-8,0,0,-1,"0600-0659",20,637,757,8,806,805,0,0,-1,"0800-0859",0,"",0,101,108,80,496,2,1,1
"10576",3,8,2,2,"2016-08-02","B6",20409,1485,"BOS","MA","PIT","PA",855,847,-8,0,0,-1,"0800-0859",15,902,1017,4,1039,1021,0,0,-2,"1000-1059",0,"",0,104,94,75,496,2,1,1
"10577",3,8,2,2,"2016-08-02","EV",20366,3701,"EWR","NJ","PIT","PA",700,817,77,77,1,5,"0700-0759",29,846,945,5,825,950,85,1,5,"0800-0859",0,"",0,85,93,59,319,2,1,1
"10578",3,8,2,2,"2016-08-02","EV",20366,5104,"LGA","NY","PIT","PA",1105,1342,157,157,1,10,"1100-1159",27,1409,1504,6,1252,1510,138,1,9,"1200-1259",0,"",0,107,88,55,335,2,1,0
"10579",3,8,2,2,"2016-08-02","F9",20436,1280,"ORD","IL","PIT","PA",1145,1144,-1,0,0,-1,"1100-1159",23,1207,1404,8,1421,1412,0,0,-1,"1400-1459",0,"",0,96,88,57,413,2,1,0
"10580",3,8,3,3,"2016-08-03","AA",19805,1252,"PIT","PA","DFW","TX",1137,1131,-6,0,0,-1,"1100-1159",16,1147,1311,11,1333,1322,0,0,-1,"1300-1359",0,"",0,176,171,144,1067,5,1,0
"10581",3,8,3,3,"2016-08-03","AA",19805,1347,"PIT","PA","DFW","TX",600,554,-6,0,0,-1,"0600-0659",13,607,726,11,756,737,0,0,-2,"0700-0759",0,"",0,176,163,139,1067,5,1,1
"10582",3,8,3,3,"2016-08-03","AA",19805,2186,"PIT","PA","DFW","TX",800,751,-9,0,0,-1,"0800-0859",11,802,926,13,955,939,0,0,-2,"0900-0959",0,"",0,175,168,144,1067,5,1,1
"10583",3,8,3,3,"2016-08-03","AA",19805,1933,"PIT","PA","PHL","PA",710,705,-5,0,0,-1,"0700-0759",13,718,805,7,836,812,0,0,-2,"0800-0859",0,"",0,86,67,47,268,2,1,1
"10584",3,8,3,3,"2016-08-03","AA",19805,525,"PIT","PA","CLT","NC",520,516,-4,0,0,-1,"0001-0559",13,529,632,6,639,638,0,0,-1,"0600-0659",0,"",0,79,82,63,366,2,1,1
"10585",3,8,3,3,"2016-08-03","AA",19805,588,"PIT","PA","PHX","AZ",729,725,-4,0,0,-1,"0700-0759",10,735,823,38,900,901,1,0,0,"0900-0959",0,"",0,271,276,228,1814,8,1,1
"10586",3,8,3,3,"2016-08-03","AA",19805,727,"PIT","PA","LAX","CA",640,636,-4,0,0,-1,"0600-0659",10,646,808,10,846,818,0,0,-2,"0800-0859",0,"",0,306,282,262,2136,9,1,1
"10587",3,8,3,3,"2016-08-03","AA",19805,1700,"PIT","PA","CLT","NC",1159,1202,3,3,0,0,"1100-1159",9,1211,1312,9,1328,1321,0,0,-1,"1300-1359",0,"",0,89,79,61,366,2,1,0
"10588",3,8,3,3,"2016-08-03","AA",19805,2065,"PIT","PA","CLT","NC",849,843,-6,0,0,-1,"0800-0859",10,853,959,13,1023,1012,0,0,-1,"1000-1059",0,"",0,94,89,66,366,2,1,1
"10589",3,8,3,3,"2016-08-03","AA",19805,2078,"PIT","PA","CLT","NC",1035,1026,-9,0,0,-1,"1000-1059",10,1036,1137,11,1204,1148,0,0,-2,"1200-1259",0,"",0,89,82,61,366,2,1,0
"10590",3,8,3,3,"2016-08-03","B6",20409,1286,"PIT","PA","BOS","MA",844,838,-6,0,0,-1,"0800-0859",8,846,1004,7,1014,1011,0,0,-1,"1000-1059",0,"",0,90,93,78,496,2,1,1
"10591",3,8,3,3,"2016-08-03","B6",20409,1486,"PIT","PA","BOS","MA",1115,1109,-6,0,0,-1,"1100-1159",10,1119,1233,5,1248,1238,0,0,-1,"1200-1259",0,"",0,93,89,74,496,2,1,0
"10592",3,8,3,3,"2016-08-03","B6",20409,2007,"PIT","PA","FLL","FL",700,651,-9,0,0,-1,"0700-0759",9,700,908,4,943,912,0,0,-2,"0900-0959",0,"",0,163,141,128,994,4,1,1
"10593",3,8,3,3,"2016-08-03","DL",19790,1209,"PIT","PA","ATL","GA",700,657,-3,0,0,-1,"0700-0759",11,708,820,7,853,827,0,0,-2,"0800-0859",0,"",0,113,90,72,526,3,1,1
"10594",3,8,3,3,"2016-08-03","DL",19790,1295,"PIT","PA","ATL","GA",1124,1118,-6,0,0,-1,"1100-1159",34,1152,1302,6,1313,1308,0,0,-1,"1300-1359",0,"",0,109,110,70,526,3,1,0
"10595",3,8,3,3,"2016-08-03","DL",19790,1524,"PIT","PA","MSP","MN",645,643,-2,0,0,-1,"0600-0659",31,714,806,3,756,809,13,0,0,"0700-0759",0,"",0,131,146,112,726,3,1,1
"10596",3,8,3,3,"2016-08-03","OO",20304,5935,"PIT","PA","ORD","IL",1035,1126,51,51,1,3,"1000-1059",15,1141,1150,7,1112,1157,45,1,3,"1100-1159",0,"",0,97,91,69,413,2,1,1
"10597",3,8,3,3,"2016-08-03","UA",19977,606,"PIT","PA","SFO","CA",738,734,-4,0,0,-1,"0700-0759",10,744,928,24,1000,952,0,0,-1,"1000-1059",0,"",0,322,318,284,2254,10,1,1
"10598",3,8,3,3,"2016-08-03","UA",19977,773,"PIT","PA","DEN","CO",904,859,-5,0,0,-1,"0900-0959",9,908,954,5,1025,959,0,0,-2,"1000-1059",0,"",0,201,180,166,1290,6,1,1
"10599",3,8,3,3,"2016-08-03","UA",19977,1164,"PIT","PA","ORD","IL",640,633,-7,0,0,-1,"0600-0659",8,641,644,6,714,650,0,0,-2,"0700-0759",0,"",0,94,77,63,413,2,1,1
"10600",3,8,3,3,"2016-08-03","WN",19393,2907,"PIT","PA","ATL","GA",720,718,-2,0,0,-1,"0700-0759",11,729,840,7,900,847,0,0,-1,"0900-0959",0,"",0,100,89,71,526,3,1,1
"10601",3,8,3,3,"2016-08-03","WN",19393,1389,"PIT","PA","BNA","TN",630,627,-3,0,0,-1,"0600-0659",8,635,639,6,700,645,0,0,-1,"0700-0759",0,"",0,90,78,64,462,2,1,1
"10602",3,8,3,3,"2016-08-03","WN",19393,961,"PIT","PA","BWI","MD",535,529,-6,0,0,-1,"0001-0559",11,540,617,18,635,635,0,0,0,"0600-0659",0,"",0,60,66,37,210,1,1,1
"10603",3,8,3,3,"2016-08-03","WN",19393,3103,"PIT","PA","BWI","MD",1030,1029,-1,0,0,-1,"1000-1059",10,1039,1116,7,1130,1123,0,0,-1,"1100-1159",0,"",0,60,54,37,210,1,1,1
"10604",3,8,3,3,"2016-08-03","WN",19393,1813,"PIT","PA","DAL","TX",1215,1211,-4,0,0,-1,"1200-1259",8,1219,1338,5,1400,1343,0,0,-2,"1400-1459",0,"",0,165,152,139,1060,5,0,0
"10605",3,8,3,3,"2016-08-03","WN",19393,1838,"PIT","PA","DEN","CO",1020,1022,2,2,0,0,"1000-1059",10,1032,1117,5,1140,1122,0,0,-2,"1100-1159",0,"",0,200,180,165,1290,6,1,1
"10606",3,8,3,3,"2016-08-03","WN",19393,1448,"PIT","PA","FLL","FL",745,743,-2,0,0,-1,"0700-0759",15,758,1006,5,1020,1011,0,0,-1,"1000-1059",0,"",0,155,148,128,994,4,1,1
"10607",3,8,3,3,"2016-08-03","WN",19393,2155,"PIT","PA","LAS","NV",620,620,0,0,0,0,"0600-0659",7,627,723,7,750,730,0,0,-2,"0700-0759",0,"",0,270,250,236,1910,8,1,1
"10608",3,8,3,3,"2016-08-03","WN",19393,700,"PIT","PA","MCO","FL",1305,1259,-6,0,0,-1,"1300-1359",10,1309,1453,6,1520,1459,0,0,-2,"1500-1559",0,"",0,135,120,104,834,4,0,0
"10609",3,8,3,3,"2016-08-03","WN",19393,1371,"PIT","PA","MCO","FL",945,942,-3,0,0,-1,"0900-0959",9,951,1137,14,1155,1151,0,0,-1,"1100-1159",0,"",0,130,129,106,834,4,1,1
"10610",3,8,3,3,"2016-08-03","WN",19393,2073,"PIT","PA","MCO","FL",820,815,-5,0,0,-1,"0800-0859",11,826,1011,8,1030,1019,0,0,-1,"1000-1059",0,"",0,130,124,105,834,4,1,1
"10611",3,8,3,3,"2016-08-03","WN",19393,3394,"PIT","PA","MCO","FL",1140,1138,-2,0,0,-1,"1100-1159",11,1149,1339,9,1350,1348,0,0,-1,"1300-1359",0,"",0,130,130,110,834,4,1,0
"10612",3,8,3,3,"2016-08-03","WN",19393,2183,"PIT","PA","MDW","IL",800,757,-3,0,0,-1,"0800-0859",10,807,807,5,830,812,0,0,-2,"0800-0859",0,"",0,90,75,60,402,2,1,1
"10613",3,8,3,3,"2016-08-03","WN",19393,6242,"PIT","PA","MDW","IL",555,551,-4,0,0,-1,"0001-0559",9,600,559,6,620,605,0,0,-1,"0600-0659",0,"",0,85,74,59,402,2,1,1
"10614",3,8,3,3,"2016-08-03","WN",19393,330,"PIT","PA","PHX","AZ",1015,1036,21,21,1,1,"1000-1059",9,1045,1133,5,1140,1138,0,0,-1,"1100-1159",0,"",0,265,242,228,1814,8,1,1
"10615",3,8,3,3,"2016-08-03","WN",19393,2475,"PIT","PA","RSW","FL",520,516,-4,0,0,-1,"0001-0559",11,527,738,4,750,742,0,0,-1,"0700-0759",0,"",0,150,146,131,966,4,1,1
"10616",3,8,3,3,"2016-08-03","WN",19393,2146,"PIT","PA","STL","MO",1215,1215,0,0,0,0,"1200-1259",11,1226,1248,4,1300,1252,0,0,-1,"1300-1359",0,"",0,105,97,82,554,3,0,0
"10617",3,8,3,3,"2016-08-03","WN",19393,3378,"PIT","PA","TPA","FL",700,652,-8,0,0,-1,"0700-0759",13,705,855,6,920,901,0,0,-2,"0900-0959",0,"",0,140,129,110,873,4,1,1
"10618",3,8,3,3,"2016-08-03","DL",19790,2290,"PIT","PA","ATL","GA",600,551,-9,0,0,-1,"0600-0659",13,604,714,5,744,719,0,0,-2,"0700-0759",0,"",0,104,88,70,526,3,1,1
"10619",3,8,3,3,"2016-08-03","DL",19790,2494,"PIT","PA","DTW","MI",632,626,-6,0,0,-1,"0600-0659",18,644,724,5,742,729,0,0,-1,"0700-0759",0,"",0,70,63,40,201,1,1,1
"10620",3,8,3,3,"2016-08-03","DL",19790,975,"PIT","PA","ATL","GA",935,1107,92,92,1,6,"0900-0959",10,1117,1227,8,1120,1235,75,1,5,"1100-1159",0,"",0,105,88,70,526,3,1,1
"10621",3,8,3,3,"2016-08-03","AA",19805,1784,"PIT","PA","CLT","NC",700,728,28,28,1,1,"0700-0759",11,739,848,5,828,853,25,1,1,"0800-0859",0,"",0,88,85,69,366,2,1,1
"10622",3,8,3,3,"2016-08-03","EV",20366,4422,"PIT","PA","EWR","NJ",905,901,-4,0,0,-1,"0900-0959",15,916,1013,8,1030,1021,0,0,-1,"1000-1059",0,"",0,85,80,57,319,2,1,1
"10623",3,8,3,3,"2016-08-03","F9",20436,275,"PIT","PA","DEN","CO",900,853,-7,0,0,-1,"0900-0959",11,904,958,11,1021,1009,0,0,-1,"1000-1059",0,"",0,201,196,174,1290,6,1,1
