"","X","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_STATE_ABR","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_STATE_ABR","DEST_WAC","CRS_DEP_TIME","CRS_ARR_TIME","CRS_ELAPSED_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"305",305,2016,2,5,12,4,"2016-05-12","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1617,1754,217,1290,6,0,0
"306",306,2016,2,5,12,4,"2016-05-12","DL",19790,1221,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1620,1803,103,526,3,0,0
"307",307,2016,2,5,13,5,"2016-05-13","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1448,1656,188,1067,5,0,0
"308",308,2016,2,5,13,5,"2016-05-13","WN",19393,1711,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1550,1805,135,834,4,0,0
"309",309,2016,2,5,14,6,"2016-05-14","WN",19393,3613,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1625,1730,65,210,1,0,0
"310",310,2016,2,5,14,6,"2016-05-14","AA",19805,528,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1725,1900,275,1814,8,0,0
"311",311,2016,2,5,14,6,"2016-05-14","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1725,1901,96,496,2,0,0
"312",312,2016,2,5,15,7,"2016-05-15","WN",19393,3697,14122,1412202,30198,"PIT","PA",23,10693,1069302,30693,"BNA","TN",54,750,820,90,462,2,1,1
"313",313,2016,2,5,16,1,"2016-05-16","DL",19790,2347,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1504,1654,110,526,3,0,0
"314",314,2016,2,5,16,1,"2016-05-16","WN",19393,1711,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1550,1805,135,834,4,0,0
"315",315,2016,2,5,17,2,"2016-05-17","WN",19393,2966,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,725,905,100,526,3,1,1
"316",316,2016,2,5,17,2,"2016-05-17","DL",19790,2126,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,750,935,105,526,3,1,1
"317",317,2016,2,5,18,3,"2016-05-18","DL",19790,1980,14122,1412202,30198,"PIT","PA",23,13487,1348702,31650,"MSP","MN",63,651,804,133,726,3,1,1
"318",318,2016,2,5,18,3,"2016-05-18","AA",19805,1978,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,700,835,95,366,2,1,1
"319",319,2016,2,5,18,3,"2016-05-18","WN",19393,2966,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,725,905,100,526,3,1,1
"320",320,2016,2,5,19,4,"2016-05-19","AA",19805,2682,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1815,1903,108,413,2,0,0
"321",321,2016,2,5,19,4,"2016-05-19","WN",19393,3663,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1820,1845,85,402,2,0,0
"322",322,2016,2,5,19,4,"2016-05-19","DL",19790,1142,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,2020,2209,109,526,3,0,0
"323",323,2016,2,5,20,5,"2016-05-20","WN",19393,1533,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1255,1510,135,834,4,0,0
"324",324,2016,2,5,20,5,"2016-05-20","OO",20304,5845,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,1441,1650,189,1117,5,0,0
"325",325,2016,2,5,20,5,"2016-05-20","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1448,1656,188,1067,5,0,0
"326",326,2016,2,5,21,6,"2016-05-21","WN",19393,2817,14122,1412202,30198,"PIT","PA",23,10693,1069302,30693,"BNA","TN",54,725,800,95,462,2,1,1
"327",327,2016,2,5,21,6,"2016-05-21","B6",20409,1286,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,845,1017,92,496,2,1,1
"328",328,2016,2,5,21,6,"2016-05-21","DL",19790,2382,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,945,1124,99,526,3,1,1
"329",329,2016,2,5,22,7,"2016-05-22","AA",19805,1738,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,715,839,84,268,2,1,1
"330",330,2016,2,5,22,7,"2016-05-22","WN",19393,2966,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,725,905,100,526,3,1,1
"331",331,2016,2,5,23,1,"2016-05-23","WN",19393,2153,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1805,1945,100,526,3,0,0
"332",332,2016,2,5,23,1,"2016-05-23","B6",20409,1886,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1954,2126,92,496,2,0,0
"333",333,2016,2,5,24,2,"2016-05-24","B6",20409,1486,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1135,1307,92,496,2,1,0
"334",334,2016,2,5,24,2,"2016-05-24","WN",19393,3727,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1135,1305,270,1814,8,1,0
"335",335,2016,2,5,25,3,"2016-05-25","WN",19393,419,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1445,1705,140,873,4,0,0
"336",336,2016,2,5,25,3,"2016-05-25","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1448,1656,188,1067,5,0,0
"337",337,2016,2,5,25,3,"2016-05-25","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1619,1800,221,1290,6,0,0
"338",338,2016,2,5,26,4,"2016-05-26","WN",19393,1828,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,2020,2235,135,873,4,0,0
"339",339,2016,2,5,27,5,"2016-05-27","WN",19393,1711,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1550,1805,135,834,4,0,0
"340",340,2016,2,5,27,5,"2016-05-27","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1614,1755,221,1290,6,0,0
"341",341,2016,2,5,27,5,"2016-05-27","EV",20366,4300,14122,1412202,30198,"PIT","PA",23,11618,1161802,31703,"EWR","NJ",21,1754,1925,91,319,2,0,0
"342",342,2016,2,5,28,6,"2016-05-28","WN",19393,3397,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,805,1025,140,834,4,1,1
"343",343,2016,2,5,28,6,"2016-05-28","AA",19805,1681,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,845,1020,95,366,2,1,1
"344",344,2016,2,5,29,7,"2016-05-29","WN",19393,3980,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1445,1705,140,873,4,0,0
"345",345,2016,2,5,30,1,"2016-05-30","WN",19393,484,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1135,1305,270,1814,8,1,0
"346",346,2016,2,5,30,1,"2016-05-30","AA",19805,1252,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1139,1340,181,1067,5,1,0
"347",347,2016,2,5,31,2,"2016-05-31","DL",19790,1462,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1800,1947,107,526,3,0,0
"348",348,2016,2,5,31,2,"2016-05-31","AA",19805,1705,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,1804,1929,85,268,2,0,0
"349",349,2016,2,5,31,2,"2016-05-31","WN",19393,2153,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1805,1945,100,526,3,0,0
"350",350,2016,2,6,1,3,"2016-06-01","WN",19393,2241,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,530,740,130,834,4,1,1
"351",351,2016,2,6,1,3,"2016-06-01","OO",20304,6037,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1203,1242,99,413,2,0,0
"352",352,2016,2,6,2,4,"2016-06-02","AA",19805,1784,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,700,828,88,366,2,1,1
"353",353,2016,2,6,2,4,"2016-06-02","WN",19393,2966,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,725,905,100,526,3,1,1
"354",354,2016,2,6,2,4,"2016-06-02","DL",19790,2126,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,750,935,105,526,3,1,1
"355",355,2016,2,6,3,5,"2016-06-03","WN",19393,1439,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,855,1020,205,1290,6,1,1
"356",356,2016,2,6,3,5,"2016-06-03","UA",19977,590,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1058,1135,97,413,2,1,1
"357",357,2016,2,6,4,6,"2016-06-04","WN",19393,301,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1725,1940,135,834,4,0,0
"358",358,2016,2,6,5,7,"2016-06-05","WN",19393,1026,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1720,1900,100,526,3,0,0
"359",359,2016,2,6,5,7,"2016-06-05","AA",19805,449,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"360",360,2016,2,6,6,1,"2016-06-06","WN",19393,3103,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1030,1130,60,210,1,1,1
"361",361,2016,2,6,6,1,"2016-06-06","DL",19790,873,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1125,1305,100,526,3,1,0
"362",362,2016,2,6,7,2,"2016-06-07","WN",19393,2511,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,1650,1925,155,994,4,0,0
"363",363,2016,2,6,7,2,"2016-06-07","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1739,1819,100,413,2,0,0
"364",364,2016,2,6,7,2,"2016-06-07","AA",19805,449,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"365",365,2016,2,6,8,3,"2016-06-08","WN",19393,3378,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"366",366,2016,2,6,9,4,"2016-06-09","WN",19393,3564,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1755,2010,135,873,4,0,0
"367",367,2016,2,6,9,4,"2016-06-09","DL",19790,1462,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1800,1949,109,526,3,0,0
"368",368,2016,2,6,10,5,"2016-06-10","AA",19805,2065,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,849,1023,94,366,2,1,1
"369",369,2016,2,6,10,5,"2016-06-10","WN",19393,1371,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,945,1155,130,834,4,1,1
"370",370,2016,2,6,11,6,"2016-06-11","WN",19393,6098,14122,1412202,30198,"PIT","PA",23,10693,1069302,30693,"BNA","TN",54,705,735,90,462,2,1,1
"371",371,2016,2,6,11,6,"2016-06-11","DL",19790,838,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,800,943,103,526,3,1,1
"372",372,2016,2,6,12,7,"2016-06-12","AA",19805,1724,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1920,2047,87,366,2,0,0
"373",373,2016,2,6,13,1,"2016-06-13","DL",19790,1383,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1958,2144,106,526,3,0,0
"374",374,2016,2,6,13,1,"2016-06-13","AA",19805,1731,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,2040,2150,70,268,2,0,0
"375",375,2016,2,6,14,2,"2016-06-14","WN",19393,3378,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"376",376,2016,2,6,14,2,"2016-06-14","EV",20366,3794,14122,1412202,30198,"PIT","PA",23,11618,1161802,31703,"EWR","NJ",21,905,1030,85,319,2,1,1
"377",377,2016,2,6,16,4,"2016-06-16","AA",19805,525,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,520,639,79,366,2,1,1
"378",378,2016,2,6,16,4,"2016-06-16","WN",19393,2129,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,520,730,130,834,4,1,1
"379",379,2016,2,6,16,4,"2016-06-16","DL",19790,2290,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,600,741,101,526,3,1,1
"380",380,2016,2,6,17,5,"2016-06-17","WN",19393,2155,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,620,750,270,1910,8,1,1
"381",381,2016,2,6,17,5,"2016-06-17","F9",20436,275,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,900,1027,207,1290,6,1,1
"382",382,2016,2,6,18,6,"2016-06-18","WN",19393,4844,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1535,1600,85,402,2,0,0
"383",383,2016,2,6,18,6,"2016-06-18","F9",20436,1709,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1700,1916,136,834,4,0,0
"384",384,2016,2,6,19,7,"2016-06-19","WN",19393,187,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,720,900,100,526,3,1,1
"385",385,2016,2,6,20,1,"2016-06-20","WN",19393,2129,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,520,730,130,834,4,1,1
"386",386,2016,2,6,21,2,"2016-06-21","WN",19393,1389,14122,1412202,30198,"PIT","PA",23,10693,1069302,30693,"BNA","TN",54,630,700,90,462,2,1,1
"387",387,2016,2,6,21,2,"2016-06-21","DL",19790,2494,14122,1412202,30198,"PIT","PA",23,11433,1143302,31295,"DTW","MI",43,630,741,71,201,1,1,1
"388",388,2016,2,6,22,3,"2016-06-22","WN",19393,2155,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,620,750,270,1910,8,1,1
"389",389,2016,2,6,23,4,"2016-06-23","WN",19393,1787,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1735,1910,275,1910,8,0,0
"390",390,2016,2,6,24,5,"2016-06-24","WN",19393,2790,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1720,1900,100,526,3,0,0
"391",391,2016,2,6,24,5,"2016-06-24","AA",19805,449,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"392",392,2016,2,6,25,6,"2016-06-25","WN",19393,3922,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1215,1430,135,834,4,0,0
"393",393,2016,2,6,25,6,"2016-06-25","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1450,1643,173,1067,5,0,0
"394",394,2016,2,6,26,7,"2016-06-26","WN",19393,444,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"395",395,2016,2,6,26,7,"2016-06-26","F9",20436,275,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,900,1027,207,1290,6,1,1
"396",396,2016,2,6,27,1,"2016-06-27","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1610,1737,207,1290,6,0,0
"397",397,2016,2,6,27,1,"2016-06-27","WN",19393,435,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
"398",398,2016,2,6,27,1,"2016-06-27","DL",19790,1560,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1625,1813,108,526,3,0,0
"399",399,2016,2,6,27,1,"2016-06-27","AA",19805,449,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"400",400,2016,2,6,28,2,"2016-06-28","WN",19393,435,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
"401",401,2016,2,6,28,2,"2016-06-28","DL",19790,1560,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1625,1813,108,526,3,0,0
"402",402,2016,2,6,29,3,"2016-06-29","WN",19393,2155,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,620,750,270,1910,8,1,1
"403",403,2016,2,6,29,3,"2016-06-29","B6",20409,2007,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,700,943,163,994,4,1,1
"404",404,2016,2,6,29,3,"2016-06-29","EV",20366,3794,14122,1412202,30198,"PIT","PA",23,11618,1161802,31703,"EWR","NJ",21,905,1030,85,319,2,1,1
"405",405,2016,2,6,30,4,"2016-06-30","AA",19805,1933,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,715,841,86,268,2,1,1
"406",406,2016,2,6,30,4,"2016-06-30","WN",19393,2907,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,720,900,100,526,3,1,1
"407",407,2016,3,7,1,5,"2016-07-01","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,935,1120,105,526,3,1,1
"408",408,2016,3,7,1,5,"2016-07-01","WN",19393,1371,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,945,1155,130,834,4,1,1
"409",409,2016,3,7,1,5,"2016-07-01","UA",19977,446,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1400,1434,94,413,2,0,0
"410",410,2016,3,7,2,6,"2016-07-02","WN",19393,1865,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,515,615,60,210,1,1,1
"411",411,2016,3,7,3,7,"2016-07-03","AA",19805,450,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,655,825,90,366,2,1,1
"412",412,2016,3,7,3,7,"2016-07-03","WN",19393,543,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"413",413,2016,3,7,3,7,"2016-07-03","UA",19977,606,14122,1412202,30198,"PIT","PA",23,14771,1477102,32457,"SFO","CA",91,738,1000,322,2254,10,1,1
"414",414,2016,3,7,4,1,"2016-07-04","WN",19393,6019,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,945,1155,130,834,4,1,1
"415",415,2016,3,7,5,2,"2016-07-05","WN",19393,3083,14122,1412202,30198,"PIT","PA",23,12191,1219102,31453,"HOU","TX",74,1915,2115,180,1131,5,0,0
"416",416,2016,3,7,5,2,"2016-07-05","B6",20409,1886,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1955,2123,88,496,2,0,0
"417",417,2016,3,7,5,2,"2016-07-05","AA",19805,1731,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,2040,2150,70,268,2,0,0
"418",418,2016,3,7,6,3,"2016-07-06","WN",19393,3564,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1755,2010,135,873,4,0,0
"419",419,2016,3,7,6,3,"2016-07-06","AA",19805,2458,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1859,2051,172,1067,5,0,0
"420",420,2016,3,7,7,4,"2016-07-07","AA",19805,2067,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1526,1659,93,366,2,0,0
"421",421,2016,3,7,7,4,"2016-07-07","WN",19393,435,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
"422",422,2016,3,7,7,4,"2016-07-07","DL",19790,1560,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1628,1819,111,526,3,0,0
"423",423,2016,3,7,8,5,"2016-07-08","WN",19393,2183,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,800,830,90,402,2,1,1
"424",424,2016,3,7,8,5,"2016-07-08","UA",19977,773,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,856,1017,201,1290,6,1,1
"425",425,2016,3,7,9,6,"2016-07-09","WN",19393,1674,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1030,1155,205,1290,6,1,1
"426",426,2016,3,7,9,6,"2016-07-09","AA",19805,1252,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1139,1333,174,1067,5,1,0
"427",427,2016,3,7,9,6,"2016-07-09","DL",19790,1599,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1330,1519,109,526,3,0,0
"428",428,2016,3,7,9,6,"2016-07-09","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1724,1859,95,496,2,0,0
"429",429,2016,3,7,10,7,"2016-07-10","WN",19393,1448,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,745,1020,155,994,4,1,1
"430",430,2016,3,7,10,7,"2016-07-10","AA",19805,2186,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,802,955,173,1067,5,1,1
"431",431,2016,3,7,10,7,"2016-07-10","B6",20409,1286,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,844,1014,90,496,2,1,1
"432",432,2016,3,7,10,7,"2016-07-10","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,900,1053,113,526,3,1,1
"433",433,2016,3,7,11,1,"2016-07-11","AA",19805,1731,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,2040,2150,70,268,2,0,0
"434",434,2016,3,7,12,2,"2016-07-12","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1515,1710,175,1067,5,0,0
"435",435,2016,3,7,12,2,"2016-07-12","DL",19790,1939,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1517,1705,108,526,3,0,0
"436",436,2016,3,7,12,2,"2016-07-12","F9",20436,1211,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1525,1603,98,413,2,0,0
"437",437,2016,3,7,12,2,"2016-07-12","EV",20366,5212,14122,1412202,30198,"PIT","PA",23,12953,1295302,31703,"LGA","NY",22,1559,1735,96,335,2,0,0
"438",438,2016,3,7,12,2,"2016-07-12","WN",19393,435,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
"439",439,2016,3,7,12,2,"2016-07-12","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1620,1750,210,1290,6,0,0
"440",440,2016,3,7,13,3,"2016-07-13","WN",19393,1787,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1735,1910,275,1910,8,0,0
"441",441,2016,3,7,13,3,"2016-07-13","AA",19805,580,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"442",442,2016,3,7,14,4,"2016-07-14","WN",19393,2183,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,800,830,90,402,2,1,1
"443",443,2016,3,7,14,4,"2016-07-14","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,935,1120,105,526,3,1,1
"444",444,2016,3,7,15,5,"2016-07-15","AA",19805,1784,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,700,828,88,366,2,1,1
"445",445,2016,3,7,15,5,"2016-07-15","B6",20409,2007,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,700,943,163,994,4,1,1
"446",446,2016,3,7,15,5,"2016-07-15","WN",19393,3378,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"447",447,2016,3,7,15,5,"2016-07-15","UA",19977,1164,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,722,757,95,413,2,1,1
"448",448,2016,3,7,16,6,"2016-07-16","WN",19393,5306,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,2030,2200,210,1290,6,0,0
"449",449,2016,3,7,17,7,"2016-07-17","WN",19393,435,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
"450",450,2016,3,7,17,7,"2016-07-17","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1620,1747,207,1290,6,0,0
"451",451,2016,3,7,18,1,"2016-07-18","WN",19393,3378,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"452",452,2016,3,7,19,2,"2016-07-19","WN",19393,1448,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,745,1020,155,994,4,1,1
"453",453,2016,3,7,19,2,"2016-07-19","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,935,1120,105,526,3,1,1
"454",454,2016,3,7,20,3,"2016-07-20","WN",19393,1371,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,945,1155,130,834,4,1,1
"455",455,2016,3,7,20,3,"2016-07-20","EV",20366,5105,14122,1412202,30198,"PIT","PA",23,12953,1295302,31703,"LGA","NY",22,1330,1505,95,335,2,0,0
"456",456,2016,3,7,21,4,"2016-07-21","WN",19393,3378,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"457",457,2016,3,7,21,4,"2016-07-21","AA",19805,1784,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,700,828,88,366,2,1,1
"458",458,2016,3,7,22,5,"2016-07-22","WN",19393,2183,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,800,830,90,402,2,1,1
