"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"33668",2,5,21,4,"2015-05-21","US",20355,1801,"CLT","NC",945,939,-6,0,0,-1,"0900-0959",28,1007,1106,7,1112,1113,1,0,0,"1100-1159",0,"",0,87,94,59,366,2,1,1
"33671",2,5,21,4,"2015-05-21","US",20355,1815,"CLT","NC",1145,1139,-6,0,0,-1,"1100-1159",21,1200,1257,5,1313,1302,0,0,-1,"1300-1359",0,"",0,88,83,57,366,2,1,0
"33673",2,5,21,4,"2015-05-21","US",20355,1840,"CLT","NC",1805,1803,-2,0,0,-1,"1800-1859",19,1822,1914,3,1928,1917,0,0,-1,"1900-1959",0,"",0,83,74,52,366,2,0,0
"33674",2,5,21,4,"2015-05-21","US",20355,1842,"CLT","NC",1310,1309,-1,0,0,-1,"1300-1359",14,1323,1417,4,1435,1421,0,0,-1,"1400-1459",0,"",0,85,72,54,366,2,0,0
"33676",2,5,21,4,"2015-05-21","US",20355,1904,"CLT","NC",800,843,43,43,1,2,"0800-0859",13,856,954,5,927,959,32,1,2,"0900-0959",0,"",0,87,76,58,366,2,1,1
"33679",2,5,22,5,"2015-05-22","US",20355,1801,"CLT","NC",945,940,-5,0,0,-1,"0900-0959",19,959,1057,4,1112,1101,0,0,-1,"1100-1159",0,"",0,87,81,58,366,2,1,1
"33682",2,5,22,5,"2015-05-22","US",20355,1815,"CLT","NC",1145,1140,-5,0,0,-1,"1100-1159",36,1216,1312,4,1313,1316,3,0,0,"1300-1359",0,"",0,88,96,56,366,2,1,0
"33684",2,5,22,5,"2015-05-22","US",20355,1840,"CLT","NC",1805,1811,6,6,0,0,"1800-1859",30,1841,1935,4,1928,1939,11,0,0,"1900-1959",0,"",0,83,88,54,366,2,0,0
"33685",2,5,22,5,"2015-05-22","US",20355,1842,"CLT","NC",1310,1438,88,88,1,5,"1300-1359",17,1455,1550,3,1435,1553,78,1,5,"1400-1459",0,"",0,85,75,55,366,2,0,0
"33687",2,5,22,5,"2015-05-22","US",20355,1904,"CLT","NC",800,754,-6,0,0,-1,"0800-0859",24,818,916,4,927,920,0,0,-1,"0900-0959",0,"",0,87,86,58,366,2,1,1
"33690",2,5,22,5,"2015-05-22","US",20355,1938,"CLT","NC",1450,1445,-5,0,0,-1,"1400-1459",18,1503,1603,5,1616,1608,0,0,-1,"1600-1659",0,"",0,86,83,60,366,2,0,0
"33691",2,5,22,5,"2015-05-22","US",20355,1948,"PHL","PA",2040,2049,9,9,0,0,"2000-2059",19,2108,2157,5,2154,2202,8,0,0,"2100-2159",0,"",0,74,73,49,268,2,0,0
"33694",2,5,23,6,"2015-05-23","US",20355,489,"PHX","AZ",859,856,-3,0,0,-1,"0800-0859",26,922,1552,4,1607,1556,0,0,-1,"1600-1659",0,"",0,248,240,210,1814,8,1,0
"33696",2,5,23,6,"2015-05-23","US",20355,634,"PHX","AZ",1459,1458,-1,0,0,-1,"1400-1459",14,1512,2148,4,2154,2152,0,0,-1,"2100-2159",0,"",0,235,234,216,1814,8,0,0
"33699",2,5,22,5,"2015-05-22","US",20355,489,"PHX","AZ",859,859,0,0,0,0,"0800-0859",28,927,1538,5,1607,1543,0,0,-2,"1600-1659",0,"",0,248,224,191,1814,8,1,0
"33701",2,5,22,5,"2015-05-22","US",20355,530,"CLT","NC",21,15,-6,0,0,-1,"0001-0559",16,31,122,4,140,126,0,0,-1,"0001-0559",0,"",0,79,71,51,366,2,1,1
"33703",2,5,22,5,"2015-05-22","US",20355,634,"PHX","AZ",1459,1456,-3,0,0,-1,"1400-1459",12,1508,2127,4,2154,2131,0,0,-2,"2100-2159",0,"",0,235,215,199,1814,8,0,0
"33704",2,5,22,5,"2015-05-22","US",20355,726,"LAX","CA",1125,1118,-7,0,0,-1,"1100-1159",20,1138,1832,4,1902,1836,0,0,-2,"1900-1959",0,"",0,277,258,234,2136,9,1,0
"33707",2,5,22,5,"2015-05-22","US",20355,1705,"PHL","PA",1610,1608,-2,0,0,-1,"1600-1659",16,1624,1709,5,1730,1714,0,0,-2,"1700-1759",0,"",0,80,66,45,268,2,0,0
"33709",2,5,22,5,"2015-05-22","US",20355,1724,"PHL","PA",750,743,-7,0,0,-1,"0700-0759",13,756,845,4,912,849,0,0,-2,"0900-0959",0,"",0,82,66,49,268,2,1,1
"33710",2,5,22,5,"2015-05-22","US",20355,1745,"CLT","NC",1630,1625,-5,0,0,-1,"1600-1659",15,1640,1737,6,1756,1743,0,0,-1,"1700-1759",0,"",0,86,78,57,366,2,0,0
"33711",2,5,22,5,"2015-05-22","US",20355,1747,"CLT","NC",1959,1957,-2,0,0,-1,"1900-1959",13,2010,2108,3,2119,2111,0,0,-1,"2100-2159",0,"",0,80,74,58,366,2,0,0
"33713",2,5,22,5,"2015-05-22","US",20355,1793,"CLT","NC",2210,2212,2,2,0,0,"2200-2259",14,2226,2318,3,2329,2321,0,0,-1,"2300-2359",0,"",0,79,69,52,366,2,0,0
"33714",2,5,24,7,"2015-05-24","US",20355,1793,"CLT","NC",2210,2207,-3,0,0,-1,"2200-2259",15,2222,2318,5,2329,2323,0,0,-1,"2300-2359",0,"",0,79,76,56,366,2,0,0
"33715",2,5,24,7,"2015-05-24","US",20355,1801,"CLT","NC",945,938,-7,0,0,-1,"0900-0959",12,950,1047,4,1112,1051,0,0,-2,"1100-1159",0,"",0,87,73,57,366,2,1,1
"33716",2,5,24,7,"2015-05-24","US",20355,1840,"CLT","NC",1805,1803,-2,0,0,-1,"1800-1859",15,1818,1918,5,1928,1923,0,0,-1,"1900-1959",0,"",0,83,80,60,366,2,0,0
"33717",2,5,24,7,"2015-05-24","US",20355,1842,"CLT","NC",1315,1312,-3,0,0,-1,"1300-1359",11,1323,1423,4,1440,1427,0,0,-1,"1400-1459",0,"",0,85,75,60,366,2,0,0
"33719",2,5,24,7,"2015-05-24","US",20355,1856,"CLT","NC",1959,1955,-4,0,0,-1,"1900-1959",10,2005,2101,3,2119,2104,0,0,-1,"2100-2159",0,"",0,80,69,56,366,2,0,0
"33720",2,5,24,7,"2015-05-24","US",20355,1904,"CLT","NC",800,752,-8,0,0,-1,"0800-0859",16,808,907,5,927,912,0,0,-1,"0900-0959",0,"",0,87,80,59,366,2,1,1
"33722",2,5,24,7,"2015-05-24","US",20355,1948,"PHL","PA",2040,2033,-7,0,0,-1,"2000-2059",22,2055,2141,4,2154,2145,0,0,-1,"2100-2159",0,"",0,74,72,46,268,2,0,0
"33726",2,5,25,1,"2015-05-25","US",20355,489,"PHX","AZ",859,856,-3,0,0,-1,"0800-0859",22,918,1547,5,1607,1552,0,0,-1,"1600-1659",0,"",0,248,236,209,1814,8,1,0
"33729",2,5,25,1,"2015-05-25","US",20355,634,"PHX","AZ",1459,1456,-3,0,0,-1,"1400-1459",11,1507,2149,4,2154,2153,0,0,-1,"2100-2159",0,"",0,235,237,222,1814,8,0,0
"33730",2,5,25,1,"2015-05-25","US",20355,726,"LAX","CA",1125,1113,-12,0,0,-1,"1100-1159",23,1136,1845,4,1902,1849,0,0,-1,"1900-1959",0,"",0,277,276,249,2136,9,1,0
"33734",2,5,27,3,"2015-05-27","UA",19977,1598,"IAH","TX",1304,1340,36,36,1,2,"1300-1359",49,1429,1741,6,1705,1747,42,1,2,"1700-1759",0,"",0,181,187,132,1117,5,0,0
"33737",2,5,27,3,"2015-05-27","UA",19977,1678,"ORD","IL",1053,1055,2,2,0,0,"1000-1059",17,1112,1310,6,1317,1316,0,0,-1,"1300-1359",0,"",0,84,81,58,413,2,1,0
"33738",2,5,25,1,"2015-05-25","UA",19977,636,"ORD","IL",732,726,-6,0,0,-1,"0700-0759",12,738,935,4,955,939,0,0,-2,"0900-0959",0,"",0,83,73,57,413,2,1,1
"33740",2,5,25,1,"2015-05-25","UA",19977,994,"IAH","TX",1304,1301,-3,0,0,-1,"1300-1359",16,1317,1630,4,1704,1634,0,0,-2,"1700-1759",0,"",0,180,153,133,1117,5,0,0
"33742",2,5,25,1,"2015-05-25","UA",19977,1234,"ORD","IL",1410,1410,0,0,0,0,"1400-1459",25,1435,1632,6,1640,1638,0,0,-1,"1600-1659",0,"",0,90,88,57,413,2,0,0
"33744",2,5,25,1,"2015-05-25","UA",19977,1490,"IAH","TX",2033,2044,11,11,0,0,"2000-2059",145,2309,229,5,30,234,124,1,8,"0001-0559",0,"",0,177,290,140,1117,5,0,1
"33746",2,5,19,2,"2015-05-19","DL",19790,2143,"MSP","MN",1926,1923,-3,0,0,-1,"1900-1959",10,1933,2203,4,2227,2207,0,0,-2,"2200-2259",0,"",0,121,104,90,726,3,0,0
"33749",2,5,19,2,"2015-05-19","DL",19790,2656,"DTW","MI",2155,2217,22,22,1,1,"2100-2159",11,2228,2301,5,2257,2306,9,0,0,"2200-2259",0,"",0,62,49,33,201,1,0,0
"33750",2,5,21,4,"2015-05-21","DL",19790,935,"ATL","GA",725,723,-2,0,0,-1,"0700-0759",18,741,849,3,903,852,0,0,-1,"0900-0959",0,"",0,98,89,68,526,3,1,1
"33752",2,5,21,4,"2015-05-21","DL",19790,1072,"ATL","GA",2155,2154,-1,0,0,-1,"2100-2159",20,2214,2323,6,2343,2329,0,0,-1,"2300-2359",0,"",0,108,95,69,526,3,0,0
"33753",2,5,21,4,"2015-05-21","DL",19790,1142,"ATL","GA",1653,1652,-1,0,0,-1,"1600-1659",16,1708,1820,7,1837,1827,0,0,-1,"1800-1859",0,"",0,104,95,72,526,3,0,0
"33755",2,5,21,4,"2015-05-21","DL",19790,1221,"ATL","GA",1355,1359,4,4,0,0,"1300-1359",20,1419,1530,5,1534,1535,1,0,0,"1500-1559",0,"",0,99,96,71,526,3,0,0
"33757",2,5,21,4,"2015-05-21","DL",19790,1295,"ATL","GA",905,901,-4,0,0,-1,"0900-0959",9,910,1020,3,1044,1023,0,0,-2,"1000-1059",0,"",0,99,82,70,526,3,1,1
"33759",2,5,21,4,"2015-05-21","DL",19790,1296,"ATL","GA",1951,1947,-4,0,0,-1,"1900-1959",28,2015,2129,9,2136,2138,2,0,0,"2100-2159",0,"",0,105,111,74,526,3,0,0
"33760",2,5,21,4,"2015-05-21","DL",19790,1462,"ATL","GA",1530,1533,3,3,0,0,"1500-1559",19,1552,1711,6,1720,1717,0,0,-1,"1700-1759",0,"",0,110,104,79,526,3,0,0
"33762",2,5,19,2,"2015-05-19","DL",19790,1072,"ATL","GA",2155,2148,-7,0,0,-1,"2100-2159",29,2217,2331,10,2343,2341,0,0,-1,"2300-2359",0,"",0,108,113,74,526,3,0,0
"33763",2,5,19,2,"2015-05-19","DL",19790,1142,"ATL","GA",1653,1650,-3,0,0,-1,"1600-1659",20,1710,1829,7,1837,1836,0,0,-1,"1800-1859",0,"",0,104,106,79,526,3,0,0
"33765",2,5,19,2,"2015-05-19","DL",19790,1221,"ATL","GA",1355,1355,0,0,0,0,"1300-1359",17,1412,1524,4,1534,1528,0,0,-1,"1500-1559",0,"",0,99,93,72,526,3,0,0
"33767",2,5,19,2,"2015-05-19","DL",19790,1295,"ATL","GA",905,905,0,0,0,0,"0900-0959",14,919,1034,5,1044,1039,0,0,-1,"1000-1059",0,"",0,99,94,75,526,3,1,1
"33769",2,5,19,2,"2015-05-19","DL",19790,1296,"ATL","GA",1951,1946,-5,0,0,-1,"1900-1959",17,2003,2116,6,2136,2122,0,0,-1,"2100-2159",0,"",0,105,96,73,526,3,0,0
"33770",2,5,19,2,"2015-05-19","DL",19790,1462,"ATL","GA",1530,1531,1,1,0,0,"1500-1559",37,1608,1719,7,1720,1726,6,0,0,"1700-1759",0,"",0,110,115,71,526,3,0,0
"33772",2,5,19,2,"2015-05-19","DL",19790,1599,"ATL","GA",1106,1114,8,8,0,0,"1100-1159",23,1137,1249,3,1251,1252,1,0,0,"1200-1259",0,"",0,105,98,72,526,3,1,0
"33776",2,5,20,3,"2015-05-20","DL",19790,2656,"DTW","MI",2155,2151,-4,0,0,-1,"2100-2159",29,2220,2257,6,2257,2303,6,0,0,"2200-2259",0,"",0,62,72,37,201,1,0,0
"33777",2,5,20,3,"2015-05-20","DL",19790,463,"JFK","NY",1532,1530,-2,0,0,-1,"1500-1559",15,1545,1653,5,1733,1658,0,0,-2,"1700-1759",0,"",0,121,88,68,340,2,0,0
"33779",2,5,20,3,"2015-05-20","DL",19790,935,"ATL","GA",725,744,19,19,1,1,"0700-0759",17,801,913,4,903,917,14,0,0,"0900-0959",0,"",0,98,93,72,526,3,1,1
"33781",2,5,20,3,"2015-05-20","DL",19790,1072,"ATL","GA",2155,2157,2,2,0,0,"2100-2159",14,2211,2320,6,2343,2326,0,0,-2,"2300-2359",0,"",0,108,89,69,526,3,0,0
"33782",2,5,20,3,"2015-05-20","DL",19790,1142,"ATL","GA",1653,1653,0,0,0,0,"1600-1659",15,1708,1818,5,1837,1823,0,0,-1,"1800-1859",0,"",0,104,90,70,526,3,0,0
"33784",2,5,20,3,"2015-05-20","DL",19790,1221,"ATL","GA",1355,1353,-2,0,0,-1,"1300-1359",22,1415,1528,4,1534,1532,0,0,-1,"1500-1559",0,"",0,99,99,73,526,3,0,0
"33786",2,5,20,3,"2015-05-20","DL",19790,1295,"ATL","GA",905,903,-2,0,0,-1,"0900-0959",12,915,1026,4,1044,1030,0,0,-1,"1000-1059",0,"",0,99,87,71,526,3,1,1
"33788",2,5,20,3,"2015-05-20","DL",19790,1296,"ATL","GA",1951,1949,-2,0,0,-1,"1900-1959",16,2005,2115,5,2136,2120,0,0,-2,"2100-2159",0,"",0,105,91,70,526,3,0,0
"33790",2,5,21,4,"2015-05-21","DL",19790,2143,"MSP","MN",1926,1937,11,11,0,0,"1900-1959",18,1955,2232,6,2227,2238,11,0,0,"2200-2259",0,"",0,121,121,97,726,3,0,0
"33792",2,5,18,1,"2015-05-18","DL",19790,2143,"MSP","MN",1926,1939,13,13,0,0,"1900-1959",9,1948,2219,6,2227,2225,0,0,-1,"2200-2259",0,"",0,121,106,91,726,3,0,0
"33793",2,5,20,3,"2015-05-20","DL",19790,1462,"ATL","GA",1530,1558,28,28,1,1,"1500-1559",11,1609,1717,4,1720,1721,1,0,0,"1700-1759",0,"",0,110,83,68,526,3,0,0
"33795",2,5,20,3,"2015-05-20","DL",19790,1599,"ATL","GA",1106,1146,40,40,1,2,"1100-1159",11,1157,1308,4,1251,1312,21,1,1,"1200-1259",0,"",0,105,86,71,526,3,1,0
"33797",2,5,21,4,"2015-05-21","DL",19790,2656,"DTW","MI",2155,2149,-6,0,0,-1,"2100-2159",23,2212,2248,8,2257,2256,0,0,-1,"2200-2259",0,"",0,62,67,36,201,1,0,0
"33799",2,5,22,5,"2015-05-22","DL",19790,463,"JFK","NY",1535,1534,-1,0,0,-1,"1500-1559",20,1554,1702,4,1736,1706,0,0,-2,"1700-1759",0,"",0,121,92,68,340,2,0,0
"33801",2,5,22,5,"2015-05-22","DL",19790,935,"ATL","GA",725,724,-1,0,0,-1,"0700-0759",15,739,851,6,903,857,0,0,-1,"0900-0959",0,"",0,98,93,72,526,3,1,1
"33803",2,5,22,5,"2015-05-22","DL",19790,1072,"ATL","GA",2155,2200,5,5,0,0,"2100-2159",12,2212,2324,7,2343,2331,0,0,-1,"2300-2359",0,"",0,108,91,72,526,3,0,0
"33804",2,5,22,5,"2015-05-22","DL",19790,1142,"ATL","GA",1653,1648,-5,0,0,-1,"1600-1659",14,1702,1815,11,1837,1826,0,0,-1,"1800-1859",0,"",0,104,98,73,526,3,0,0
"33806",2,5,22,5,"2015-05-22","DL",19790,1221,"ATL","GA",1355,1354,-1,0,0,-1,"1300-1359",18,1412,1527,7,1534,1534,0,0,0,"1500-1559",0,"",0,99,100,75,526,3,0,0
"33809",2,5,22,5,"2015-05-22","DL",19790,2143,"MSP","MN",1926,1925,-1,0,0,-1,"1900-1959",16,1941,2211,6,2227,2217,0,0,-1,"2200-2259",0,"",0,121,112,90,726,3,0,0
"33810",2,5,5,2,"2015-05-05","DL",19790,935,"ATL","GA",725,723,-2,0,0,-1,"0700-0759",10,733,848,8,903,856,0,0,-1,"0900-0959",0,"",0,98,93,75,526,3,1,1
"33812",2,5,22,5,"2015-05-22","DL",19790,1295,"ATL","GA",905,950,45,45,1,3,"0900-0959",25,1015,1127,4,1044,1131,47,1,3,"1000-1059",0,"",0,99,101,72,526,3,1,1
"33814",2,5,22,5,"2015-05-22","DL",19790,1296,"ATL","GA",1951,1948,-3,0,0,-1,"1900-1959",11,1959,2115,3,2136,2118,0,0,-2,"2100-2159",0,"",0,105,90,76,526,3,0,0
"33815",2,5,22,5,"2015-05-22","DL",19790,1462,"ATL","GA",1530,1538,8,8,0,0,"1500-1559",13,1551,1707,6,1720,1713,0,0,-1,"1700-1759",0,"",0,110,95,76,526,3,0,0
"33817",2,5,22,5,"2015-05-22","DL",19790,1599,"ATL","GA",1106,1104,-2,0,0,-1,"1100-1159",9,1113,1226,4,1251,1230,0,0,-2,"1200-1259",0,"",0,105,86,73,526,3,1,0
"33819",2,5,23,6,"2015-05-23","DL",19790,1072,"ATL","GA",2155,2149,-6,0,0,-1,"2100-2159",18,2207,2321,18,2340,2339,0,0,-1,"2300-2359",0,"",0,105,110,74,526,3,0,0
"33820",2,5,23,6,"2015-05-23","DL",19790,1202,"ATL","GA",1855,1931,36,36,1,2,"1800-1859",14,1945,2101,6,2037,2107,30,1,2,"2000-2059",0,"",0,102,96,76,526,3,0,0
"33821",2,5,23,6,"2015-05-23","DL",19790,1221,"ATL","GA",1345,1340,-5,0,0,-1,"1300-1359",8,1348,1501,6,1521,1507,0,0,-1,"1500-1559",0,"",0,96,87,73,526,3,0,0
"33823",2,5,23,6,"2015-05-23","DL",19790,1295,"ATL","GA",905,905,0,0,0,0,"0900-0959",8,913,1022,6,1042,1028,0,0,-1,"1000-1059",0,"",0,97,83,69,526,3,1,1
"33827",2,5,22,5,"2015-05-22","DL",19790,2656,"DTW","MI",2155,2149,-6,0,0,-1,"2100-2159",12,2201,2235,4,2257,2239,0,0,-2,"2200-2259",0,"",0,62,50,34,201,1,0,0
"33832",2,5,24,7,"2015-05-24","DL",19790,2656,"DTW","MI",1940,2019,39,39,1,2,"1900-1959",14,2033,2108,5,2039,2113,34,1,2,"2000-2059",0,"",0,59,54,35,201,1,0,0
"33836",2,5,20,3,"2015-05-20","DL",19790,2143,"MSP","MN",1926,1921,-5,0,0,-1,"1900-1959",13,1934,2207,7,2227,2214,0,0,-1,"2200-2259",0,"",0,121,113,93,726,3,0,0
"33838",2,5,23,6,"2015-05-23","DL",19790,2143,"MSP","MN",1926,1918,-8,0,0,-1,"1900-1959",27,1945,2211,5,2225,2216,0,0,-1,"2200-2259",0,"",0,119,118,86,726,3,0,0
"33840",2,5,23,6,"2015-05-23","DL",19790,2656,"DTW","MI",1935,1931,-4,0,0,-1,"1900-1959",12,1943,2019,4,2037,2023,0,0,-1,"2000-2059",0,"",0,62,52,36,201,1,0,0
"33841",2,5,24,7,"2015-05-24","DL",19790,463,"JFK","NY",1535,1534,-1,0,0,-1,"1500-1559",31,1605,1707,5,1736,1712,0,0,-2,"1700-1759",0,"",0,121,98,62,340,2,0,0
"33843",2,5,25,1,"2015-05-25","DL",19790,1072,"ATL","GA",2155,104,189,189,1,12,"2100-2159",8,112,217,6,2343,223,160,1,10,"2300-2359",0,"",0,108,79,65,526,3,0,0
"33844",2,5,25,1,"2015-05-25","DL",19790,1142,"ATL","GA",1653,1650,-3,0,0,-1,"1600-1659",17,1707,1817,4,1837,1821,0,0,-2,"1800-1859",0,"",0,104,91,70,526,3,0,0
"33846",2,5,25,1,"2015-05-25","DL",19790,1221,"ATL","GA",1355,1349,-6,0,0,-1,"1300-1359",13,1402,1512,5,1534,1517,0,0,-2,"1500-1559",0,"",0,99,88,70,526,3,0,0
"33848",2,5,25,1,"2015-05-25","DL",19790,1295,"ATL","GA",905,903,-2,0,0,-1,"0900-0959",9,912,1028,6,1044,1034,0,0,-1,"1000-1059",0,"",0,99,91,76,526,3,1,1
"33850",2,5,25,1,"2015-05-25","DL",19790,1296,"ATL","GA",1951,1949,-2,0,0,-1,"1900-1959",13,2002,2116,5,2136,2121,0,0,-1,"2100-2159",0,"",0,105,92,74,526,3,0,0
"33851",2,5,25,1,"2015-05-25","DL",19790,1462,"ATL","GA",1530,1527,-3,0,0,-1,"1500-1559",15,1542,1656,5,1720,1701,0,0,-2,"1700-1759",0,"",0,110,94,74,526,3,0,0
"33853",2,5,25,1,"2015-05-25","DL",19790,910,"DTW","MI",1735,1728,-7,0,0,-1,"1700-1759",17,1745,1821,6,1840,1827,0,0,-1,"1800-1859",0,"",0,65,59,36,201,1,0,0
"33856",2,5,25,1,"2015-05-25","DL",19790,2143,"MSP","MN",1926,2026,60,60,1,4,"1900-1959",13,2039,2314,8,2227,2322,55,1,3,"2200-2259",0,"",0,121,116,95,726,3,0,0
"33858",2,5,25,1,"2015-05-25","DL",19790,2400,"JFK","NY",1529,1523,-6,0,0,-1,"1500-1559",28,1551,1656,6,1730,1702,0,0,-2,"1700-1759",0,"",0,121,99,65,340,2,0,0
"33859",2,5,25,1,"2015-05-25","DL",19790,2656,"DTW","MI",2155,2150,-5,0,0,-1,"2100-2159",13,2203,2238,6,2257,2244,0,0,-1,"2200-2259",0,"",0,62,54,35,201,1,0,0
"33863",2,5,26,2,"2015-05-26","DL",19790,2656,"DTW","MI",2155,2224,29,29,1,1,"2100-2159",22,2246,2322,5,2257,2327,30,1,2,"2200-2259",0,"",0,62,63,36,201,1,0,0
"33865",2,5,23,6,"2015-05-23","DL",19790,1599,"ATL","GA",1100,1057,-3,0,0,-1,"1100-1159",14,1111,1225,6,1243,1231,0,0,-1,"1200-1259",0,"",0,103,94,74,526,3,1,0
"33868",2,5,26,2,"2015-05-26","DL",19790,935,"ATL","GA",725,901,96,96,1,6,"0700-0759",10,911,1020,4,903,1024,81,1,5,"0900-0959",0,"",0,98,83,69,526,3,1,1
"33870",2,5,26,2,"2015-05-26","DL",19790,1072,"ATL","GA",2155,100,185,185,1,12,"2100-2159",10,110,223,7,2343,230,167,1,11,"2300-2359",0,"",0,108,90,73,526,3,0,0
"33871",2,5,26,2,"2015-05-26","DL",19790,1142,"ATL","GA",1653,NA,NA,NA,NA,NA,"1600-1659",NA,NA,NA,NA,1837,NA,NA,NA,NA,"1800-1859",1,"B",0,104,NA,NA,526,3,0,0
"33873",2,5,26,2,"2015-05-26","DL",19790,1221,"ATL","GA",1355,1359,4,4,0,0,"1300-1359",27,1426,1535,5,1534,1540,6,0,0,"1500-1559",0,"",0,99,101,69,526,3,0,0
"33875",2,5,26,2,"2015-05-26","DL",19790,1295,"ATL","GA",905,902,-3,0,0,-1,"0900-0959",8,910,1016,5,1044,1021,0,0,-2,"1000-1059",0,"",0,99,79,66,526,3,1,1
"33877",2,5,26,2,"2015-05-26","DL",19790,1296,"ATL","GA",1951,2333,222,222,1,12,"1900-1959",13,2346,134,5,2136,139,243,1,12,"2100-2159",0,"",0,105,126,108,526,3,0,0
"33878",2,5,27,3,"2015-05-27","DL",19790,1072,"ATL","GA",2155,2153,-2,0,0,-1,"2100-2159",13,2206,2317,6,2343,2323,0,0,-2,"2300-2359",0,"",0,108,90,71,526,3,0,0
"33879",2,5,27,3,"2015-05-27","DL",19790,1142,"ATL","GA",1653,1659,6,6,0,0,"1600-1659",9,1708,1820,5,1837,1825,0,0,-1,"1800-1859",0,"",0,104,86,72,526,3,0,0
"33881",2,5,25,1,"2015-05-25","DL",19790,1599,"ATL","GA",1106,1104,-2,0,0,-1,"1100-1159",11,1115,1226,7,1251,1233,0,0,-2,"1200-1259",0,"",0,105,89,71,526,3,1,0
"33883",2,5,26,2,"2015-05-26","DL",19790,1462,"ATL","GA",1530,1659,89,89,1,5,"1500-1559",36,1735,1844,4,1720,1848,88,1,5,"1700-1759",0,"",0,110,109,69,526,3,0,0
"33885",2,5,26,2,"2015-05-26","DL",19790,1599,"ATL","GA",1106,1106,0,0,0,0,"1100-1159",15,1121,1232,4,1251,1236,0,0,-1,"1200-1259",0,"",0,105,90,71,526,3,1,0
"33888",2,5,26,2,"2015-05-26","DL",19790,2143,"MSP","MN",1926,1925,-1,0,0,-1,"1900-1959",12,1937,2215,5,2227,2220,0,0,-1,"2200-2259",0,"",0,121,115,98,726,3,0,0
"33889",2,5,27,3,"2015-05-27","DL",19790,1221,"ATL","GA",1355,1354,-1,0,0,-1,"1300-1359",10,1404,1513,5,1534,1518,0,0,-2,"1500-1559",0,"",0,99,84,69,526,3,0,0
"33891",2,5,27,3,"2015-05-27","DL",19790,1295,"ATL","GA",905,904,-1,0,0,-1,"0900-0959",14,918,1034,5,1044,1039,0,0,-1,"1000-1059",0,"",0,99,95,76,526,3,1,1
"33893",2,5,27,3,"2015-05-27","DL",19790,1296,"ATL","GA",1951,1950,-1,0,0,-1,"1900-1959",20,2010,2124,7,2136,2131,0,0,-1,"2100-2159",0,"",0,105,101,74,526,3,0,0
"33894",2,5,27,3,"2015-05-27","DL",19790,1462,"ATL","GA",1530,1529,-1,0,0,-1,"1500-1559",13,1542,1654,6,1720,1700,0,0,-2,"1700-1759",0,"",0,110,91,72,526,3,0,0
"33896",2,5,27,3,"2015-05-27","DL",19790,1599,"ATL","GA",1106,1146,40,40,1,2,"1100-1159",9,1155,1304,1,1251,1305,14,0,0,"1200-1259",0,"",0,105,79,69,526,3,1,0
"33899",2,5,28,4,"2015-05-28","DL",19790,1462,"ATL","GA",1530,1613,43,43,1,2,"1500-1559",34,1647,1758,7,1720,1805,45,1,3,"1700-1759",0,"",0,110,112,71,526,3,0,0
"33901",2,5,28,4,"2015-05-28","DL",19790,1599,"ATL","GA",1106,1122,16,16,1,1,"1100-1159",11,1133,1241,3,1251,1244,0,0,-1,"1200-1259",0,"",0,105,82,68,526,3,1,0
"33903",2,5,27,3,"2015-05-27","DL",19790,463,"JFK","NY",1532,1543,11,11,0,0,"1500-1559",137,1800,1922,5,1733,1927,114,1,7,"1700-1759",0,"",0,121,224,82,340,2,0,0
"33905",2,5,27,3,"2015-05-27","DL",19790,919,"DTW","MI",735,731,-4,0,0,-1,"0700-0759",24,755,835,4,833,839,6,0,0,"0800-0859",0,"",0,58,68,40,201,1,1,1
"33906",2,5,27,3,"2015-05-27","DL",19790,935,"ATL","GA",725,731,6,6,0,0,"0700-0759",14,745,853,4,903,857,0,0,-1,"0900-0959",0,"",0,98,86,68,526,3,1,1
"33909",2,5,28,4,"2015-05-28","DL",19790,463,"JFK","NY",1532,1611,39,39,1,2,"1500-1559",25,1636,1741,9,1733,1750,17,1,1,"1700-1759",0,"",0,121,99,65,340,2,0,0
"33911",2,5,28,4,"2015-05-28","DL",19790,935,"ATL","GA",725,724,-1,0,0,-1,"0700-0759",12,736,856,4,903,900,0,0,-1,"0900-0959",0,"",0,98,96,80,526,3,1,1
"33913",2,5,28,4,"2015-05-28","DL",19790,1072,"ATL","GA",2155,2208,13,13,0,0,"2100-2159",10,2218,2328,10,2343,2338,0,0,-1,"2300-2359",0,"",0,108,90,70,526,3,0,0
